类型,索引,替换目标,文本值(繁中）
text,achievement_desc_1,,擁有%d個好友\n獎勵：獲取成就點%d
text,achievement_desc_2,,獲得匹配戰勝利%d場\n獎勵：獲取成就點%d
text,achievement_desc_4,,獲得傳說卡片%d張\n獎勵：獲取成就點%d
text,achievement_desc_5,,獲得史詩卡片%d張\n獎勵：獲取成就點%d
text,achievement_desc_6,,登錄%d天\n獎勵：獲取成就點%d
text,achievement_desc_7,,與好友切磋%d場\n獎勵：獲取成就點%d
text,achievement_desc_8,,參與約戰%d場\n獎勵：獲取成就點%d
text,achievement_desc_9,,獲得約戰冠軍%d次\n獎勵：獲取成就點%d
text,achievement_desc_11,,獲得三連勝%d次\n獎勵：獲取成就點%d
text,pve_play_not_open,,該玩法未開放
text,pve_difficulty_error,,選擇難度是錯的
text,pve_attack_type_error,,上陣類型是錯的
text,pve_fight_data_error,,出戰數據是錯的
text,pve_count_not_enough,,次數不夠
text,task_reward_failed,,領任務獎勵失敗
text,achievement_reward_failed,,領成就獎勵失敗
text,task_reset_failed,,重置失敗
text,pve_no_limit,,牌組無限制
text,task_daily_clean,,今天的任務已完成，請明天再來吧
text,task_reward_desc,,你獲得以下任務獎勵
text,achievement_reward_desc,,你獲得以下成就獎勵
text,task_complete,,領取獎勵
text,friend_title,,好友中的獎盃排名：%d
text,friend_name,,玩家名字#%s
text,invited_fight_msgbox_response,,%s拒絕了你的邀請
text,invited_fight_msgbox_title,,好友對戰
text,arena_info_name,,天梯賽規則
text,arena_info_desc,,每個賽季末，將會根據您的最終排名發放賽季獎勵
text,arena_fight_msgbox_cancel,,%s取消了切磋請求
text,pvp_confirm_btn_value,,匹配戰鬥
text,battle_result_tips_info,,已達今日上限
text,arena_bar_text,,到下一段位還需:%s
text,pve_first_reward_desc,,通關獎勵
text,pve_reward_desc,,通關獎勵
text,loading_desc,,版本更新
text,guide_name_1,,威爾
text,guide_name_2,,挑戰者
text,enter_cdkey_code,,點擊輸入禮品碼
text,redeem_failed,,兌換失敗
text,redeem_code_invalid,,禮品碼無效
text,redeem_code_used,,該禮品碼已經被使用過了
text,gift_already_got,,禮包已被領取
text,redeem_code_error,,禮品碼錯誤
text,equip_target_card_is_null,,裝備卡必須裝備在怪獸身上
text,adv_skilled_exam,,牌手等級%d 升等考試
text,exam_college,,牌手學院
text,exam_college_skilled,,1級熟練度滿後解鎖
text,progress_text,,進度
text,gerbil_tide_title,,— 鼠潮來襲 —
text,adv_main_title,,冒險
text,battle_result_lost_desc,,請再接再厲
text,battle_result_win_desc,,恭喜你
text,battle_result_enemy,,敵方
text,battle_result_self,,友方
text,battle_result_synthesis_desc,,您尚未擁有這張卡，是否前往合成？
text,battle_result_upgrade_desc,,您已擁有這張卡，是否前往升級？
text,upgrade_level,, 牌手等級
text,upgrade_award,,獎勵
card_config,110011,name,綠穴居人
card_config,110012,name,綠穴居人
card_config,110013,name,綠穴居人
card_config,110014,name,綠穴居人
card_config,110015,name,綠穴居人
card_config,110021,name,瘋山羊
card_config,110022,name,瘋山羊
card_config,110023,name,瘋山羊
card_config,110024,name,瘋山羊
card_config,110025,name,瘋山羊
card_config,110031,name,巨人
card_config,110032,name,巨人
card_config,110033,name,巨人
card_config,110034,name,巨人
card_config,110035,name,巨人
card_config,110036,name,巨人
card_config,110041,name,迷失的探險者
card_config,110042,name,迷失的探險者
card_config,110043,name,迷失的探險者
card_config,110044,name,迷失的探險者
card_config,110045,name,迷失的探險者
card_config,110051,name,狼騎兵
card_config,110052,name,狼騎兵
card_config,110053,name,狼騎兵
card_config,110054,name,狼騎兵
card_config,110055,name,狼騎兵
card_config,110056,name,狼騎兵
card_config,110061,name,無頭騎士
card_config,110062,name,無頭騎士
card_config,110063,name,無頭騎士
card_config,110064,name,無頭騎士
card_config,110065,name,無頭騎士
card_config,110066,name,無頭騎士
card_config,110071,name,禿鷹守衛
card_config,110072,name,禿鷹守衛
card_config,110073,name,禿鷹守衛
card_config,110074,name,禿鷹守衛
card_config,110075,name,禿鷹守衛
card_config,110076,name,禿鷹守衛
card_config,110077,name,禿鷹守衛
card_config,110081,name,沙漠襲擊者
card_config,110082,name,沙漠襲擊者
card_config,110083,name,沙漠襲擊者
card_config,110084,name,沙漠襲擊者
card_config,110085,name,沙漠襲擊者
card_config,110086,name,沙漠襲擊者
card_config,110091,name,紅龍
card_config,110092,name,紅龍
card_config,110093,name,紅龍
card_config,110094,name,紅龍
card_config,110095,name,紅龍
card_config,110096,name,紅龍
card_config,110097,name,紅龍
card_config,110098,name,紅龍
card_config,110101,name,雙斧
card_config,110102,name,雙斧
card_config,110103,name,雙斧
card_config,110104,name,雙斧
card_config,110105,name,雙斧
card_config,110106,name,雙斧
card_config,110111,name,食人兔
card_config,110112,name,食人兔
card_config,110113,name,食人兔
card_config,110114,name,食人兔
card_config,110115,name,食人兔
card_config,110116,name,食人兔
card_config,110117,name,食人兔
card_config,110118,name,食人兔
card_config,110121,name,炸彈神父
card_config,110122,name,炸彈神父
card_config,110123,name,炸彈神父
card_config,110124,name,炸彈神父
card_config,110125,name,炸彈神父
card_config,110126,name,炸彈神父
card_config,110127,name,炸彈神父
card_config,110131,name,漁夫
card_config,110132,name,漁夫
card_config,110133,name,漁夫
card_config,110134,name,漁夫
card_config,110135,name,漁夫
card_config,110136,name,漁夫
card_config,110137,name,漁夫
card_config,110141,name,貓騎兵
card_config,110142,name,貓騎兵
card_config,110143,name,貓騎兵
card_config,110144,name,貓騎兵
card_config,110145,name,貓騎兵
card_config,110146,name,貓騎兵
card_config,110147,name,貓騎兵
card_config,110148,name,貓騎兵
card_config,110151,name,惡魔斯諾曾
card_config,110152,name,惡魔斯諾曾
card_config,110153,name,惡魔斯諾曾
card_config,110154,name,惡魔斯諾曾
card_config,110155,name,惡魔斯諾曾
card_config,110156,name,惡魔斯諾曾
card_config,110157,name,惡魔斯諾曾
card_config,110161,name,禁默神父
card_config,110162,name,禁默神父
card_config,110163,name,禁默神父
card_config,110164,name,禁默神父
card_config,110165,name,禁默神父
card_config,110171,name,劫掠穴居人
card_config,110172,name,劫掠穴居人
card_config,110173,name,劫掠穴居人
card_config,110174,name,劫掠穴居人
card_config,110175,name,劫掠穴居人
card_config,110181,name,屏障騎士
card_config,110182,name,屏障騎士
card_config,110183,name,屏障騎士
card_config,110184,name,屏障騎士
card_config,110185,name,屏障騎士
card_config,110186,name,屏障騎士
card_config,110191,name,禿鷲射手
card_config,110192,name,禿鷲射手
card_config,110193,name,禿鷲射手
card_config,110194,name,禿鷲射手
card_config,110195,name,禿鷲射手
card_config,110196,name,禿鷲射手
card_config,120011,name,戰鼓
card_config,120012,name,戰鼓
card_config,120013,name,戰鼓
card_config,120014,name,戰鼓
card_config,120015,name,戰鼓
card_config,120021,name,清潔少女
card_config,120022,name,清潔少女
card_config,120023,name,清潔少女
card_config,120024,name,清潔少女
card_config,120025,name,清潔少女
card_config,120031,name,不是老鼠
card_config,120032,name,不是老鼠
card_config,120033,name,不是老鼠
card_config,120034,name,不是老鼠
card_config,120035,name,不是老鼠
card_config,120041,name,禮服射手
card_config,120042,name,禮服射手
card_config,120043,name,禮服射手
card_config,120044,name,禮服射手
card_config,120045,name,禮服射手
card_config,120046,name,禮服射手
card_config,120051,name,功夫蜥蜴
card_config,120052,name,功夫蜥蜴
card_config,120053,name,功夫蜥蜴
card_config,120054,name,功夫蜥蜴
card_config,120055,name,功夫蜥蜴
card_config,120056,name,功夫蜥蜴
card_config,120061,name,冬熊
card_config,120062,name,冬熊
card_config,120063,name,冬熊
card_config,120064,name,冬熊
card_config,120065,name,冬熊
card_config,120066,name,冬熊
card_config,120071,name,忍者狐狸
card_config,120072,name,忍者狐狸
card_config,120073,name,忍者狐狸
card_config,120074,name,忍者狐狸
card_config,120075,name,忍者狐狸
card_config,120076,name,忍者狐狸
card_config,120077,name,忍者狐狸
card_config,120081,name,忍者龜
card_config,120082,name,忍者龜
card_config,120083,name,忍者龜
card_config,120084,name,忍者龜
card_config,120085,name,忍者龜
card_config,120086,name,忍者龜
card_config,120087,name,忍者龜
card_config,120091,name,睡龍
card_config,120092,name,睡龍
card_config,120093,name,睡龍
card_config,120094,name,睡龍
card_config,120095,name,睡龍
card_config,120096,name,睡龍
card_config,120097,name,睡龍
card_config,120098,name,睡龍
card_config,120101,name,惡魔地毯
card_config,120102,name,惡魔地毯
card_config,120103,name,惡魔地毯
card_config,120104,name,惡魔地毯
card_config,120105,name,惡魔地毯
card_config,120106,name,惡魔地毯
card_config,120111,name,鱷魚
card_config,120112,name,鱷魚
card_config,120113,name,鱷魚
card_config,120114,name,鱷魚
card_config,120115,name,鱷魚
card_config,120116,name,鱷魚
card_config,120117,name,鱷魚
card_config,120121,name,彎腰黑猩猩
card_config,120122,name,彎腰黑猩猩
card_config,120123,name,彎腰黑猩猩
card_config,120124,name,彎腰黑猩猩
card_config,120125,name,彎腰黑猩猩
card_config,120126,name,彎腰黑猩猩
card_config,120127,name,彎腰黑猩猩
card_config,120131,name,獅鷲
card_config,120132,name,獅鷲
card_config,120133,name,獅鷲
card_config,120134,name,獅鷲
card_config,120135,name,獅鷲
card_config,120136,name,獅鷲
card_config,120137,name,獅鷲
card_config,120141,name,胖鉗子
card_config,120142,name,胖鉗子
card_config,120143,name,胖鉗子
card_config,120144,name,胖鉗子
card_config,120145,name,胖鉗子
card_config,120146,name,胖鉗子
card_config,120147,name,胖鉗子
card_config,120148,name,胖鉗子
card_config,120151,name,尖嘴波坎
card_config,120152,name,尖嘴波坎
card_config,120153,name,尖嘴波坎
card_config,120154,name,尖嘴波坎
card_config,120155,name,尖嘴波坎
card_config,120156,name,尖嘴波坎
card_config,120157,name,尖嘴波坎
card_config,120158,name,尖嘴波坎
card_config,120161,name,魔裝地毯
card_config,120162,name,魔裝地毯
card_config,120163,name,魔裝地毯
card_config,120164,name,魔裝地毯
card_config,120165,name,魔裝地毯
card_config,120171,name,氣功蜥蜴
card_config,120172,name,氣功蜥蜴
card_config,120173,name,氣功蜥蜴
card_config,120174,name,氣功蜥蜴
card_config,120175,name,氣功蜥蜴
card_config,120181,name,瘋鱷魚
card_config,120182,name,瘋鱷魚
card_config,120183,name,瘋鱷魚
card_config,120184,name,瘋鱷魚
card_config,120185,name,瘋鱷魚
card_config,120186,name,瘋鱷魚
card_config,120191,name,破甲射手
card_config,120192,name,破甲射手
card_config,120193,name,破甲射手
card_config,120194,name,破甲射手
card_config,120195,name,破甲射手
card_config,120196,name,破甲射手
card_config,130011,name,雪刃
card_config,130012,name,雪刃
card_config,130013,name,雪刃
card_config,130014,name,雪刃
card_config,130015,name,雪刃
card_config,130021,name,幽靈護盾
card_config,130022,name,幽靈護盾
card_config,130023,name,幽靈護盾
card_config,130024,name,幽靈護盾
card_config,130025,name,幽靈護盾
card_config,130031,name,書呆子
card_config,130032,name,書呆子
card_config,130033,name,書呆子
card_config,130034,name,書呆子
card_config,130035,name,書呆子
card_config,130041,name,蛇妖
card_config,130042,name,蛇妖
card_config,130043,name,蛇妖
card_config,130044,name,蛇妖
card_config,130045,name,蛇妖
card_config,130046,name,蛇妖
card_config,130051,name,水妖
card_config,130052,name,水妖
card_config,130053,name,水妖
card_config,130054,name,水妖
card_config,130055,name,水妖
card_config,130056,name,水妖
card_config,130061,name,嚴霜
card_config,130062,name,嚴霜
card_config,130063,name,嚴霜
card_config,130064,name,嚴霜
card_config,130065,name,嚴霜
card_config,130066,name,嚴霜
card_config,130071,name,蝸牛信使
card_config,130072,name,蝸牛信使
card_config,130073,name,蝸牛信使
card_config,130074,name,蝸牛信使
card_config,130075,name,蝸牛信使
card_config,130076,name,蝸牛信使
card_config,130077,name,蝸牛信使
card_config,130081,name,冰凍夫人
card_config,130082,name,冰凍夫人
card_config,130083,name,冰凍夫人
card_config,130084,name,冰凍夫人
card_config,130085,name,冰凍夫人
card_config,130086,name,冰凍夫人
card_config,130087,name,冰凍夫人
card_config,130091,name,石巨人
card_config,130092,name,石巨人
card_config,130093,name,石巨人
card_config,130094,name,石巨人
card_config,130095,name,石巨人
card_config,130096,name,石巨人
card_config,130097,name,石巨人
card_config,130098,name,石巨人
card_config,130101,name,石膏靈
card_config,130102,name,石膏靈
card_config,130103,name,石膏靈
card_config,130104,name,石膏靈
card_config,130105,name,石膏靈
card_config,130106,name,石膏靈
card_config,130111,name,穆博
card_config,130112,name,穆博
card_config,130113,name,穆博
card_config,130114,name,穆博
card_config,130115,name,穆博
card_config,130116,name,穆博
card_config,130117,name,穆博
card_config,130121,name,猴子法師
card_config,130122,name,猴子法師
card_config,130123,name,猴子法師
card_config,130124,name,猴子法師
card_config,130125,name,猴子法師
card_config,130126,name,猴子法師
card_config,130127,name,猴子法師
card_config,130131,name,蒸汽
card_config,130132,name,蒸汽
card_config,130133,name,蒸汽
card_config,130134,name,蒸汽
card_config,130135,name,蒸汽
card_config,130136,name,蒸汽
card_config,130137,name,蒸汽
card_config,130141,name,變異章魚
card_config,130142,name,變異章魚
card_config,130143,name,變異章魚
card_config,130144,name,變異章魚
card_config,130145,name,變異章魚
card_config,130146,name,變異章魚
card_config,130147,name,變異章魚
card_config,130148,name,變異章魚
card_config,130151,name,大法師
card_config,130152,name,大法師
card_config,130153,name,大法師
card_config,130154,name,大法師
card_config,130155,name,大法師
card_config,130156,name,大法師
card_config,130157,name,大法師
card_config,130158,name,大法師
card_config,130161,name,尖刺雪刃
card_config,130162,name,尖刺雪刃
card_config,130163,name,尖刺雪刃
card_config,130164,name,尖刺雪刃
card_config,130165,name,尖刺雪刃
card_config,130171,name,魔能蟲
card_config,130172,name,魔能蟲
card_config,130173,name,魔能蟲
card_config,130174,name,魔能蟲
card_config,130175,name,魔能蟲
card_config,130181,name,蝸牛警衛
