类型,索引,替换目标,文本值(简中）
task_config,900024,desc,在1场对战中至少召唤3个红色战争或绿色自然物品并获得胜利(非冒险)
task_config,900025,desc,在1场对战中至少召唤3个红色战争或紫色混乱物品并获得胜利(非冒险)
task_config,900026,desc,在1场对战中至少召唤3个红色战争或白色中立物品并获得胜利(非冒险)
task_config,900027,desc,在1场对战中至少召唤3个黄色命运或蓝色平衡物品并获得胜利(非冒险)
task_config,900028,desc,在1场对战中至少召唤3个黄色命运或绿色自然物品并获得胜利(非冒险)
task_config,900029,desc,在1场对战中至少召唤3个黄色命运或紫色混乱物品并获得胜利(非冒险)
task_config,900030,desc,在1场对战中至少召唤3个黄色命运或白色中立物品并获得胜利(非冒险)
task_config,900031,desc,在1场对战中至少召唤3个蓝色平衡或绿色自然物品并获得胜利(非冒险)
task_config,900032,desc,在1场对战中至少召唤3个蓝色平衡或紫色混乱物品并获得胜利(非冒险)
task_config,900033,desc,在1场对战中至少召唤3个蓝色平衡或白色中立物品并获得胜利(非冒险)
task_config,900034,desc,在1场对战中至少召唤3个绿色自然或紫色混乱物品并获得胜利(非冒险)
task_config,900035,desc,在1场对战中至少召唤3个绿色自然或白色中立物品并获得胜利(非冒险)
task_config,900036,desc,在1场对战中至少召唤3个紫色混乱或白色中立物品并获得胜利(非冒险)
task_config,900037,desc,在1场对战中至少召唤4个红色战争卡片并获得胜利(非冒险)
task_config,900038,desc,在1场对战中至少召唤4个黄色命运卡片并获得胜利(非冒险)
task_config,900039,desc,在1场对战中至少召唤4个蓝色平衡卡片并获得胜利(非冒险)
task_config,900040,desc,在1场对战中至少召唤4个绿色自然卡片并获得胜利(非冒险)
task_config,900041,desc,在1场对战中至少召唤4个紫色混乱卡片并获得胜利(非冒险)
task_config,900042,desc,在1场对战中至少召唤4个白色中立卡片并获得胜利(非冒险)
task_config,900043,desc,在1场对战中至少召唤5个红色战争或黄色命运卡片并获得胜利(非冒险)
task_config,900044,desc,在1场对战中至少召唤5个红色战争或蓝色平衡卡片并获得胜利(非冒险)
task_config,900045,desc,在1场对战中至少召唤5个红色战争或绿色自然卡片并获得胜利(非冒险)
task_config,900046,desc,在1场对战中至少召唤5个红色战争或紫色混乱卡片并获得胜利(非冒险)
task_config,900047,desc,在1场对战中至少召唤5个红色战争或白色中立卡片并获得胜利(非冒险)
task_config,900048,desc,在1场对战中至少召唤5个黄色命运或蓝色平衡卡片并获得胜利(非冒险)
task_config,900049,desc,在1场对战中至少召唤5个黄色命运或绿色自然卡片并获得胜利(非冒险)
task_config,900050,desc,在1场对战中至少召唤5个黄色命运或紫色混乱卡片并获得胜利(非冒险)
task_config,900051,desc,在1场对战中至少召唤5个黄色命运或白色中立卡片并获得胜利(非冒险)
task_config,900052,desc,在1场对战中至少召唤5个蓝色平衡或绿色自然卡片并获得胜利(非冒险)
task_config,900053,desc,在1场对战中至少召唤5个蓝色平衡或紫色混乱卡片并获得胜利(非冒险)
task_config,900054,desc,在1场对战中至少召唤5个蓝色平衡或白色中立卡片并获得胜利(非冒险)
task_config,900055,desc,在1场对战中至少召唤5个绿色自然或紫色混乱卡片并获得胜利(非冒险)
task_config,900056,desc,在1场对战中至少召唤5个绿色自然或白色中立卡片并获得胜利(非冒险)
task_config,900057,desc,在1场对战中至少召唤5个紫色混乱或白色中立卡片并获得胜利(非冒险)
task_config,900058,desc,对战中赢得一场胜利(非冒险)
task_config,900059,desc,对战中消灭6个怪物(非冒险)
task_config,900060,desc,对战中使用6个物品(非冒险)
task_config,900061,desc,对战中至少召唤4个费用2及以下的怪物(非冒险)
task_config,900062,desc,对战中至少召唤5个费用3及以下的怪物(非冒险)
task_config,900063,desc,对战中至少召唤6个费用4及以下的怪物(非冒险)
task_config,900064,desc,对战中至少召唤5个费用2及以上的怪物(非冒险)
task_config,900065,desc,对战中至少召唤4个费用3及以上的怪物(非冒险)
task_config,900066,desc,对战中至少召唤3个费用4及以上的怪物(非冒险)
task_config,900067,desc,对战中赢得一场胜利(非冒险)
task_config,900068,desc,对战中至少召唤4个费用2及以下的物品(非冒险)
task_config,900069,desc,对战中至少召唤5个费用3及以下的物品(非冒险)
task_config,900070,desc,对战中至少召唤6个费用4及以下的物品(非冒险)
task_config,900071,desc,对战中至少召唤5个费用2及以上的物品(非冒险)
task_config,900072,desc,对战中至少召唤4个费用3及以上的物品(非冒险)
task_config,900073,desc,对战中至少召唤3个费用4及以上的物品(非冒险)
task_config,900074,desc,对战中赢得一场胜利(非冒险)
task_config,900075,desc,对战中至少召唤4个费用2及以下的卡片(非冒险)
task_config,900076,desc,对战中至少召唤5个费用3及以下的卡片(非冒险)
task_config,900077,desc,对战中至少召唤6个费用4及以下的卡片(非冒险)
task_config,900078,desc,对战中至少召唤5个费用2及以上的卡片(非冒险)
task_config,900079,desc,对战中至少召唤4个费用3及以上的卡片(非冒险)
task_config,900080,desc,对战中至少召唤3个费用4及以上的卡片(非冒险)
task_config,900081,desc,对战中赢得一场胜利(非冒险)
task_config,900082,desc,完成2次冒险胜利
task_config,1000001,desc,在1场对战中至少召唤2个红色战争怪物并获得胜利(非冒险)
task_config,1000002,desc,在1场对战中至少召唤2个黄色命运怪物并获得胜利(非冒险)
task_config,1000003,desc,在1场对战中至少召唤2个蓝色平衡怪物并获得胜利(非冒险)
task_config,1000004,desc,在1场对战中至少召唤2个绿色自然怪物并获得胜利(非冒险)
task_config,1000005,desc,在1场对战中至少召唤2个紫色混乱怪物并获得胜利(非冒险)
task_config,1000006,desc,在1场对战中至少召唤3个红色战争或黄色命运怪物并获得胜利(非冒险)
task_config,1000007,desc,在1场对战中至少召唤3个红色战争或蓝色平衡怪物并获得胜利(非冒险)
task_config,1000008,desc,在1场对战中至少召唤3个红色战争或绿色自然怪物并获得胜利(非冒险)
task_config,1000009,desc,在1场对战中至少召唤3个红色战争或紫色混乱怪物并获得胜利(非冒险)
task_config,1000010,desc,在1场对战中至少召唤3个黄色命运或蓝色平衡怪物并获得胜利(非冒险)
task_config,1000011,desc,在1场对战中至少召唤3个黄色命运或绿色自然怪物并获得胜利(非冒险)
task_config,1000012,desc,在1场对战中至少召唤3个黄色命运或紫色混乱怪物并获得胜利(非冒险)
task_config,1000013,desc,在1场对战中至少召唤3个蓝色平衡或绿色自然怪物并获得胜利(非冒险)
task_config,1000014,desc,在1场对战中至少召唤3个蓝色平衡或紫色混乱怪物并获得胜利(非冒险)
task_config,1000015,desc,在1场对战中至少召唤3个绿色自然或紫色混乱怪物并获得胜利(非冒险)
task_config,1000016,desc,在1场对战中至少召唤2个红色战争物品并获得胜利(非冒险)
task_config,1000017,desc,在1场对战中至少召唤2个黄色命运物品并获得胜利(非冒险)
task_config,1000018,desc,在1场对战中至少召唤2个蓝色平衡物品并获得胜利(非冒险)
task_config,1000019,desc,在1场对战中至少召唤2个绿色自然物品并获得胜利(非冒险)
task_config,1000020,desc,在1场对战中至少召唤2个紫色混乱物品并获得胜利(非冒险)
task_config,1000021,desc,在1场对战中至少召唤2个白色中立物品并获得胜利(非冒险)
task_config,1000022,desc,在1场对战中至少召唤3个红色战争或黄色命运物品并获得胜利(非冒险)
task_config,1000023,desc,在1场对战中至少召唤3个红色战争或蓝色平衡物品并获得胜利(非冒险)
task_config,1000024,desc,在1场对战中至少召唤3个红色战争或绿色自然物品并获得胜利(非冒险)
task_config,1000025,desc,在1场对战中至少召唤3个红色战争或紫色混乱物品并获得胜利(非冒险)
task_config,1000026,desc,在1场对战中至少召唤3个红色战争或白色中立物品并获得胜利(非冒险)
task_config,1000027,desc,在1场对战中至少召唤3个黄色命运或蓝色平衡物品并获得胜利(非冒险)
task_config,1000028,desc,在1场对战中至少召唤3个黄色命运或绿色自然物品并获得胜利(非冒险)
task_config,1000029,desc,在1场对战中至少召唤3个黄色命运或紫色混乱物品并获得胜利(非冒险)
task_config,1000030,desc,在1场对战中至少召唤3个黄色命运或白色中立物品并获得胜利(非冒险)
task_config,1000031,desc,在1场对战中至少召唤3个蓝色平衡或绿色自然物品并获得胜利(非冒险)
task_config,1000032,desc,在1场对战中至少召唤3个蓝色平衡或紫色混乱物品并获得胜利(非冒险)
task_config,1000033,desc,在1场对战中至少召唤3个蓝色平衡或白色中立物品并获得胜利(非冒险)
task_config,1000034,desc,在1场对战中至少召唤3个绿色自然或紫色混乱物品并获得胜利(非冒险)
task_config,1000035,desc,在1场对战中至少召唤3个绿色自然或白色中立物品并获得胜利(非冒险)
task_config,1000036,desc,在1场对战中至少召唤3个紫色混乱或白色中立物品并获得胜利(非冒险)
task_config,1000037,desc,在1场对战中至少召唤4个红色战争卡片并获得胜利(非冒险)
task_config,1000038,desc,在1场对战中至少召唤4个黄色命运卡片并获得胜利(非冒险)
task_config,1000039,desc,在1场对战中至少召唤4个蓝色平衡卡片并获得胜利(非冒险)
task_config,1000040,desc,在1场对战中至少召唤4个绿色自然卡片并获得胜利(非冒险)
task_config,1000041,desc,在1场对战中至少召唤4个紫色混乱卡片并获得胜利(非冒险)
task_config,1000042,desc,在1场对战中至少召唤4个白色中立卡片并获得胜利(非冒险)
task_config,1000043,desc,在1场对战中至少召唤5个红色战争或黄色命运卡片并获得胜利(非冒险)
task_config,1000044,desc,在1场对战中至少召唤5个红色战争或蓝色平衡卡片并获得胜利(非冒险)
task_config,1000045,desc,在1场对战中至少召唤5个红色战争或绿色自然卡片并获得胜利(非冒险)
task_config,1000046,desc,在1场对战中至少召唤5个红色战争或紫色混乱卡片并获得胜利(非冒险)
task_config,1000047,desc,在1场对战中至少召唤5个红色战争或白色中立卡片并获得胜利(非冒险)
task_config,1000048,desc,在1场对战中至少召唤5个黄色命运或蓝色平衡卡片并获得胜利(非冒险)
task_config,1000049,desc,在1场对战中至少召唤5个黄色命运或绿色自然卡片并获得胜利(非冒险)
task_config,1000050,desc,在1场对战中至少召唤5个黄色命运或紫色混乱卡片并获得胜利(非冒险)
task_config,1000051,desc,在1场对战中至少召唤5个黄色命运或白色中立卡片并获得胜利(非冒险)
task_config,1000052,desc,在1场对战中至少召唤5个蓝色平衡或绿色自然卡片并获得胜利(非冒险)
task_config,1000053,desc,在1场对战中至少召唤5个蓝色平衡或紫色混乱卡片并获得胜利(非冒险)
task_config,1000054,desc,在1场对战中至少召唤5个蓝色平衡或白色中立卡片并获得胜利(非冒险)
task_config,1000055,desc,在1场对战中至少召唤5个绿色自然或紫色混乱卡片并获得胜利(非冒险)
task_config,1000056,desc,在1场对战中至少召唤5个绿色自然或白色中立卡片并获得胜利(非冒险)
task_config,1000057,desc,在1场对战中至少召唤5个紫色混乱或白色中立卡片并获得胜利(非冒险)
task_config,1000058,desc,对战中赢得一场胜利(非冒险)
task_config,1000059,desc,对战中消灭6个怪物(非冒险)
task_config,1000060,desc,对战中使用6个物品(非冒险)
task_config,1000061,desc,对战中至少召唤4个费用2及以下的怪物(非冒险)
task_config,1000062,desc,对战中至少召唤5个费用3及以下的怪物(非冒险)
task_config,1000063,desc,对战中至少召唤6个费用4及以下的怪物(非冒险)
task_config,1000064,desc,对战中至少召唤5个费用2及以上的怪物(非冒险)
task_config,1000065,desc,对战中至少召唤4个费用3及以上的怪物(非冒险)
task_config,1000066,desc,对战中至少召唤3个费用4及以上的怪物(非冒险)
task_config,1000067,desc,对战中赢得一场胜利(非冒险)
task_config,1000068,desc,对战中至少召唤4个费用2及以下的物品(非冒险)
task_config,1000069,desc,对战中至少召唤5个费用3及以下的物品(非冒险)
task_config,1000070,desc,对战中至少召唤6个费用4及以下的物品(非冒险)
task_config,1000071,desc,对战中至少召唤5个费用2及以上的物品(非冒险)
task_config,1000072,desc,对战中至少召唤4个费用3及以上的物品(非冒险)
task_config,1000073,desc,对战中至少召唤3个费用4及以上的物品(非冒险)
task_config,1000074,desc,对战中赢得一场胜利(非冒险)
task_config,1000075,desc,对战中至少召唤4个费用2及以下的卡片(非冒险)
task_config,1000076,desc,对战中至少召唤5个费用3及以下的卡片(非冒险)
task_config,1000077,desc,对战中至少召唤6个费用4及以下的卡片(非冒险)
task_config,1000078,desc,对战中至少召唤5个费用2及以上的卡片(非冒险)
task_config,1000079,desc,对战中至少召唤4个费用3及以上的卡片(非冒险)
task_config,1000080,desc,对战中至少召唤3个费用4及以上的卡片(非冒险)
task_config,1000081,desc,对战中赢得一场胜利(非冒险)
task_config,1000082,desc,完成2次冒险胜利
task_config,1100001,desc,在1场对战中至少召唤2个红色战争怪物并获得胜利(非冒险)
task_config,1100002,desc,在1场对战中至少召唤2个黄色命运怪物并获得胜利(非冒险)
task_config,1100003,desc,在1场对战中至少召唤2个蓝色平衡怪物并获得胜利(非冒险)
task_config,1100004,desc,在1场对战中至少召唤2个绿色自然怪物并获得胜利(非冒险)
task_config,1100005,desc,在1场对战中至少召唤2个紫色混乱怪物并获得胜利(非冒险)
task_config,1100006,desc,在1场对战中至少召唤3个红色战争或黄色命运怪物并获得胜利(非冒险)
task_config,1100007,desc,在1场对战中至少召唤3个红色战争或蓝色平衡怪物并获得胜利(非冒险)
task_config,1100008,desc,在1场对战中至少召唤3个红色战争或绿色自然怪物并获得胜利(非冒险)
task_config,1100009,desc,在1场对战中至少召唤3个红色战争或紫色混乱怪物并获得胜利(非冒险)
task_config,1100010,desc,在1场对战中至少召唤3个黄色命运或蓝色平衡怪物并获得胜利(非冒险)
task_config,1100011,desc,在1场对战中至少召唤3个黄色命运或绿色自然怪物并获得胜利(非冒险)
task_config,1100012,desc,在1场对战中至少召唤3个黄色命运或紫色混乱怪物并获得胜利(非冒险)
task_config,1100013,desc,在1场对战中至少召唤3个蓝色平衡或绿色自然怪物并获得胜利(非冒险)
task_config,1100014,desc,在1场对战中至少召唤3个蓝色平衡或紫色混乱怪物并获得胜利(非冒险)
task_config,1100015,desc,在1场对战中至少召唤3个绿色自然或紫色混乱怪物并获得胜利(非冒险)
task_config,1100016,desc,在1场对战中至少召唤2个红色战争物品并获得胜利(非冒险)
task_config,1100017,desc,在1场对战中至少召唤2个黄色命运物品并获得胜利(非冒险)
task_config,1100018,desc,在1场对战中至少召唤2个蓝色平衡物品并获得胜利(非冒险)
task_config,1100019,desc,在1场对战中至少召唤2个绿色自然物品并获得胜利(非冒险)
task_config,1100020,desc,在1场对战中至少召唤2个紫色混乱物品并获得胜利(非冒险)
task_config,1100021,desc,在1场对战中至少召唤2个白色中立物品并获得胜利(非冒险)
task_config,1100022,desc,在1场对战中至少召唤3个红色战争或黄色命运物品并获得胜利(非冒险)
task_config,1100023,desc,在1场对战中至少召唤3个红色战争或蓝色平衡物品并获得胜利(非冒险)
task_config,1100024,desc,在1场对战中至少召唤3个红色战争或绿色自然物品并获得胜利(非冒险)
task_config,1100025,desc,在1场对战中至少召唤3个红色战争或紫色混乱物品并获得胜利(非冒险)
task_config,1100026,desc,在1场对战中至少召唤3个红色战争或白色中立物品并获得胜利(非冒险)
task_config,1100027,desc,在1场对战中至少召唤3个黄色命运或蓝色平衡物品并获得胜利(非冒险)
task_config,1100028,desc,在1场对战中至少召唤3个黄色命运或绿色自然物品并获得胜利(非冒险)
task_config,1100029,desc,在1场对战中至少召唤3个黄色命运或紫色混乱物品并获得胜利(非冒险)
task_config,1100030,desc,在1场对战中至少召唤3个黄色命运或白色中立物品并获得胜利(非冒险)
task_config,1100031,desc,在1场对战中至少召唤3个蓝色平衡或绿色自然物品并获得胜利(非冒险)
task_config,1100032,desc,在1场对战中至少召唤3个蓝色平衡或紫色混乱物品并获得胜利(非冒险)
task_config,1100033,desc,在1场对战中至少召唤3个蓝色平衡或白色中立物品并获得胜利(非冒险)
task_config,1100034,desc,在1场对战中至少召唤3个绿色自然或紫色混乱物品并获得胜利(非冒险)
task_config,1100035,desc,在1场对战中至少召唤3个绿色自然或白色中立物品并获得胜利(非冒险)
task_config,1100036,desc,在1场对战中至少召唤3个紫色混乱或白色中立物品并获得胜利(非冒险)
task_config,1100037,desc,在1场对战中至少召唤4个红色战争卡片并获得胜利(非冒险)
task_config,1100038,desc,在1场对战中至少召唤4个黄色命运卡片并获得胜利(非冒险)
task_config,1100039,desc,在1场对战中至少召唤4个蓝色平衡卡片并获得胜利(非冒险)
task_config,1100040,desc,在1场对战中至少召唤4个绿色自然卡片并获得胜利(非冒险)
task_config,1100041,desc,在1场对战中至少召唤4个紫色混乱卡片并获得胜利(非冒险)
task_config,1100042,desc,在1场对战中至少召唤4个白色中立卡片并获得胜利(非冒险)
task_config,1100043,desc,在1场对战中至少召唤5个红色战争或黄色命运卡片并获得胜利(非冒险)
task_config,1100044,desc,在1场对战中至少召唤5个红色战争或蓝色平衡卡片并获得胜利(非冒险)
task_config,1100045,desc,在1场对战中至少召唤5个红色战争或绿色自然卡片并获得胜利(非冒险)
task_config,1100046,desc,在1场对战中至少召唤5个红色战争或紫色混乱卡片并获得胜利(非冒险)
task_config,1100047,desc,在1场对战中至少召唤5个红色战争或白色中立卡片并获得胜利(非冒险)
task_config,1100048,desc,在1场对战中至少召唤5个黄色命运或蓝色平衡卡片并获得胜利(非冒险)
task_config,1100049,desc,在1场对战中至少召唤5个黄色命运或绿色自然卡片并获得胜利(非冒险)
task_config,1100050,desc,在1场对战中至少召唤5个黄色命运或紫色混乱卡片并获得胜利(非冒险)
task_config,1100051,desc,在1场对战中至少召唤5个黄色命运或白色中立卡片并获得胜利(非冒险)
task_config,1100052,desc,在1场对战中至少召唤5个蓝色平衡或绿色自然卡片并获得胜利(非冒险)
task_config,1100053,desc,在1场对战中至少召唤5个蓝色平衡或紫色混乱卡片并获得胜利(非冒险)
task_config,1100054,desc,在1场对战中至少召唤5个蓝色平衡或白色中立卡片并获得胜利(非冒险)
task_config,1100055,desc,在1场对战中至少召唤5个绿色自然或紫色混乱卡片并获得胜利(非冒险)
task_config,1100056,desc,在1场对战中至少召唤5个绿色自然或白色中立卡片并获得胜利(非冒险)
task_config,1100057,desc,在1场对战中至少召唤5个紫色混乱或白色中立卡片并获得胜利(非冒险)
task_config,1100058,desc,对战中赢得一场胜利(非冒险)
task_config,1100059,desc,对战中消灭6个怪物(非冒险)
task_config,1100060,desc,对战中使用6个物品(非冒险)
task_config,1100061,desc,对战中至少召唤4个费用2及以下的怪物(非冒险)
task_config,1100062,desc,对战中至少召唤5个费用3及以下的怪物(非冒险)
task_config,1100063,desc,对战中至少召唤6个费用4及以下的怪物(非冒险)
task_config,1100064,desc,对战中至少召唤5个费用2及以上的怪物(非冒险)
task_config,1100065,desc,对战中至少召唤4个费用3及以上的怪物(非冒险)
task_config,1100066,desc,对战中至少召唤3个费用4及以上的怪物(非冒险)
task_config,1100067,desc,对战中赢得一场胜利(非冒险)
task_config,1100068,desc,对战中至少召唤4个费用2及以下的物品(非冒险)
task_config,1100069,desc,对战中至少召唤5个费用3及以下的物品(非冒险)
task_config,1100070,desc,对战中至少召唤6个费用4及以下的物品(非冒险)
task_config,1100071,desc,对战中至少召唤5个费用2及以上的物品(非冒险)
task_config,1100072,desc,对战中至少召唤4个费用3及以上的物品(非冒险)
task_config,1100073,desc,对战中至少召唤3个费用4及以上的物品(非冒险)
task_config,1100074,desc,对战中赢得一场胜利(非冒险)
task_config,1100075,desc,对战中至少召唤4个费用2及以下的卡片(非冒险)
task_config,1100076,desc,对战中至少召唤5个费用3及以下的卡片(非冒险)
task_config,1100077,desc,对战中至少召唤6个费用4及以下的卡片(非冒险)
task_config,1100078,desc,对战中至少召唤5个费用2及以上的卡片(非冒险)
task_config,1100079,desc,对战中至少召唤4个费用3及以上的卡片(非冒险)
task_config,1100080,desc,对战中至少召唤3个费用4及以上的卡片(非冒险)
task_config,1100081,desc,对战中赢得一场胜利(非冒险)
task_config,1100082,desc,完成2次冒险胜利
task_config,1200001,desc,在1场对战中至少召唤2个红色战争怪物并获得胜利(非冒险)
task_config,1200002,desc,在1场对战中至少召唤2个黄色命运怪物并获得胜利(非冒险)
task_config,1200003,desc,在1场对战中至少召唤2个蓝色平衡怪物并获得胜利(非冒险)
task_config,1200004,desc,在1场对战中至少召唤2个绿色自然怪物并获得胜利(非冒险)
task_config,1200005,desc,在1场对战中至少召唤2个紫色混乱怪物并获得胜利(非冒险)
task_config,1200006,desc,在1场对战中至少召唤3个红色战争或黄色命运怪物并获得胜利(非冒险)
task_config,1200007,desc,在1场对战中至少召唤3个红色战争或蓝色平衡怪物并获得胜利(非冒险)
task_config,1200008,desc,在1场对战中至少召唤3个红色战争或绿色自然怪物并获得胜利(非冒险)
task_config,1200009,desc,在1场对战中至少召唤3个红色战争或紫色混乱怪物并获得胜利(非冒险)
task_config,1200010,desc,在1场对战中至少召唤3个黄色命运或蓝色平衡怪物并获得胜利(非冒险)
task_config,1200011,desc,在1场对战中至少召唤3个黄色命运或绿色自然怪物并获得胜利(非冒险)
task_config,1200012,desc,在1场对战中至少召唤3个黄色命运或紫色混乱怪物并获得胜利(非冒险)
task_config,1200013,desc,在1场对战中至少召唤3个蓝色平衡或绿色自然怪物并获得胜利(非冒险)
task_config,1200014,desc,在1场对战中至少召唤3个蓝色平衡或紫色混乱怪物并获得胜利(非冒险)
task_config,1200015,desc,在1场对战中至少召唤3个绿色自然或紫色混乱怪物并获得胜利(非冒险)
task_config,1200016,desc,在1场对战中至少召唤2个红色战争物品并获得胜利(非冒险)
task_config,1200017,desc,在1场对战中至少召唤2个黄色命运物品并获得胜利(非冒险)
task_config,1200018,desc,在1场对战中至少召唤2个蓝色平衡物品并获得胜利(非冒险)
task_config,1200019,desc,在1场对战中至少召唤2个绿色自然物品并获得胜利(非冒险)
task_config,1200020,desc,在1场对战中至少召唤2个紫色混乱物品并获得胜利(非冒险)
task_config,1200021,desc,在1场对战中至少召唤2个白色中立物品并获得胜利(非冒险)
task_config,1200022,desc,在1场对战中至少召唤3个红色战争或黄色命运物品并获得胜利(非冒险)
task_config,1200023,desc,在1场对战中至少召唤3个红色战争或蓝色平衡物品并获得胜利(非冒险)
task_config,1200024,desc,在1场对战中至少召唤3个红色战争或绿色自然物品并获得胜利(非冒险)
task_config,1200025,desc,在1场对战中至少召唤3个红色战争或紫色混乱物品并获得胜利(非冒险)
task_config,1200026,desc,在1场对战中至少召唤3个红色战争或白色中立物品并获得胜利(非冒险)
task_config,1200027,desc,在1场对战中至少召唤3个黄色命运或蓝色平衡物品并获得胜利(非冒险)
task_config,1200028,desc,在1场对战中至少召唤3个黄色命运或绿色自然物品并获得胜利(非冒险)
task_config,1200029,desc,在1场对战中至少召唤3个黄色命运或紫色混乱物品并获得胜利(非冒险)
task_config,1200030,desc,在1场对战中至少召唤3个黄色命运或白色中立物品并获得胜利(非冒险)
task_config,1200031,desc,在1场对战中至少召唤3个蓝色平衡或绿色自然物品并获得胜利(非冒险)
task_config,1200032,desc,在1场对战中至少召唤3个蓝色平衡或紫色混乱物品并获得胜利(非冒险)
task_config,1200033,desc,在1场对战中至少召唤3个蓝色平衡或白色中立物品并获得胜利(非冒险)
task_config,1200034,desc,在1场对战中至少召唤3个绿色自然或紫色混乱物品并获得胜利(非冒险)
task_config,1200035,desc,在1场对战中至少召唤3个绿色自然或白色中立物品并获得胜利(非冒险)
task_config,1200036,desc,在1场对战中至少召唤3个紫色混乱或白色中立物品并获得胜利(非冒险)
task_config,1200037,desc,在1场对战中至少召唤4个红色战争卡片并获得胜利(非冒险)
task_config,1200038,desc,在1场对战中至少召唤4个黄色命运卡片并获得胜利(非冒险)
task_config,1200039,desc,在1场对战中至少召唤4个蓝色平衡卡片并获得胜利(非冒险)
task_config,1200040,desc,在1场对战中至少召唤4个绿色自然卡片并获得胜利(非冒险)
task_config,1200041,desc,在1场对战中至少召唤4个紫色混乱卡片并获得胜利(非冒险)
task_config,1200042,desc,在1场对战中至少召唤4个白色中立卡片并获得胜利(非冒险)
task_config,1200043,desc,在1场对战中至少召唤5个红色战争或黄色命运卡片并获得胜利(非冒险)
task_config,1200044,desc,在1场对战中至少召唤5个红色战争或蓝色平衡卡片并获得胜利(非冒险)
task_config,1200045,desc,在1场对战中至少召唤5个红色战争或绿色自然卡片并获得胜利(非冒险)
task_config,1200046,desc,在1场对战中至少召唤5个红色战争或紫色混乱卡片并获得胜利(非冒险)
task_config,1200047,desc,在1场对战中至少召唤5个红色战争或白色中立卡片并获得胜利(非冒险)
task_config,1200048,desc,在1场对战中至少召唤5个黄色命运或蓝色平衡卡片并获得胜利(非冒险)
task_config,1200049,desc,在1场对战中至少召唤5个黄色命运或绿色自然卡片并获得胜利(非冒险)
task_config,1200050,desc,在1场对战中至少召唤5个黄色命运或紫色混乱卡片并获得胜利(非冒险)
task_config,1200051,desc,在1场对战中至少召唤5个黄色命运或白色中立卡片并获得胜利(非冒险)
task_config,1200052,desc,在1场对战中至少召唤5个蓝色平衡或绿色自然卡片并获得胜利(非冒险)
task_config,1200053,desc,在1场对战中至少召唤5个蓝色平衡或紫色混乱卡片并获得胜利(非冒险)
task_config,1200054,desc,在1场对战中至少召唤5个蓝色平衡或白色中立卡片并获得胜利(非冒险)
task_config,1200055,desc,在1场对战中至少召唤5个绿色自然或紫色混乱卡片并获得胜利(非冒险)
task_config,1200056,desc,在1场对战中至少召唤5个绿色自然或白色中立卡片并获得胜利(非冒险)
task_config,1200057,desc,在1场对战中至少召唤5个紫色混乱或白色中立卡片并获得胜利(非冒险)
task_config,1200058,desc,对战中赢得一场胜利(非冒险)
task_config,1200059,desc,对战中消灭6个怪物(非冒险)
task_config,1200060,desc,对战中使用6个物品(非冒险)
task_config,1200061,desc,对战中至少召唤4个费用2及以下的怪物(非冒险)
task_config,1200062,desc,对战中至少召唤5个费用3及以下的怪物(非冒险)
task_config,1200063,desc,对战中至少召唤6个费用4及以下的怪物(非冒险)
task_config,1200064,desc,对战中至少召唤5个费用2及以上的怪物(非冒险)
task_config,1200065,desc,对战中至少召唤4个费用3及以上的怪物(非冒险)
task_config,1200066,desc,对战中至少召唤3个费用4及以上的怪物(非冒险)
task_config,1200067,desc,对战中赢得一场胜利(非冒险)
task_config,1200068,desc,对战中至少召唤4个费用2及以下的物品(非冒险)
task_config,1200069,desc,对战中至少召唤5个费用3及以下的物品(非冒险)
task_config,1200070,desc,对战中至少召唤6个费用4及以下的物品(非冒险)
task_config,1200071,desc,对战中至少召唤5个费用2及以上的物品(非冒险)
task_config,1200072,desc,对战中至少召唤4个费用3及以上的物品(非冒险)
task_config,1200073,desc,对战中至少召唤3个费用4及以上的物品(非冒险)
task_config,1200074,desc,对战中赢得一场胜利(非冒险)
task_config,1200075,desc,对战中至少召唤4个费用2及以下的卡片(非冒险)
task_config,1200076,desc,对战中至少召唤5个费用3及以下的卡片(非冒险)
task_config,1200077,desc,对战中至少召唤6个费用4及以下的卡片(非冒险)
task_config,1200078,desc,对战中至少召唤5个费用2及以上的卡片(非冒险)
task_config,1200079,desc,对战中至少召唤4个费用3及以上的卡片(非冒险)
task_config,1200080,desc,对战中至少召唤3个费用4及以上的卡片(非冒险)
task_config,1200081,desc,对战中赢得一场胜利(非冒险)
task_config,1200082,desc,完成2次冒险胜利
task_config,1300001,desc,在1场对战中至少召唤2个红色战争怪物并获得胜利(非冒险)
task_config,1300002,desc,在1场对战中至少召唤2个黄色命运怪物并获得胜利(非冒险)
task_config,1300003,desc,在1场对战中至少召唤2个蓝色平衡怪物并获得胜利(非冒险)
task_config,1300004,desc,在1场对战中至少召唤2个绿色自然怪物并获得胜利(非冒险)
task_config,1300005,desc,在1场对战中至少召唤2个紫色混乱怪物并获得胜利(非冒险)
task_config,1300006,desc,在1场对战中至少召唤3个红色战争或黄色命运怪物并获得胜利(非冒险)
task_config,1300007,desc,在1场对战中至少召唤3个红色战争或蓝色平衡怪物并获得胜利(非冒险)
task_config,1300008,desc,在1场对战中至少召唤3个红色战争或绿色自然怪物并获得胜利(非冒险)
task_config,1300009,desc,在1场对战中至少召唤3个红色战争或紫色混乱怪物并获得胜利(非冒险)
