类型,索引,替换目标,文本值(英语）
task_config,900004,desc,Summon 2 Nature clan cards(green) in Battle/Practice Mode and win
task_config,900005,desc,Summon 2 Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,900006,desc,Use 3 War clan monsters(red) or Fortune clan monsters(yellow) in Battle/Practice Mode and win
task_config,900007,desc,Use 3 War clan monsters(red) or Balance clan monsters(blue) in Battle/Practice Mode and win
task_config,900008,desc,Use 3 War clan monsters(red) or Nature clan monsters(green) in Battle/Practice Mode and win
task_config,900009,desc,Use 3 War clan monsters(red) or Chaos clan monsters(purple) in Battle/Practice Mode and win
task_config,900010,desc,Use 3 Fortuen clan monsters(yellow) or Balance clan monsters(blue) in Battle/Practice Mode and win
task_config,900011,desc,Use 3 Fortuen clan monsters(yellow) or Nature clan monsters(green) in Battle/Practice Mode and win
task_config,900012,desc,Use 3 Fortuen clan monsters(yellow) or Chaos clan monsters(purple) in Battle/Practice Mode and win
task_config,900013,desc,Use 3 Balance clan monsters(blue) or Nature clan monsters(green) in Battle/Practice Mode and win
task_config,900014,desc,Use 3 Balance clan monsters(blue) or Chaos clan monsters(purple) in Battle/Practice Mode and win
task_config,900015,desc,Use 3 Nature clan monsters(green) or Chaos clan monsters(purple) in Battle/Practice Mode and win
task_config,900016,desc,Use 2 War clan items(red) in Battle/Practice Mode and win
task_config,900017,desc,Use 2 Fortune clan items(yellow) in Battle/Practice Mode and win
task_config,900018,desc,Use 2 Balance clan items(blue) in Battle/Practice Mode and win
task_config,900019,desc,Use 2 Nature clan items(green) in Battle/Practice Mode and win
task_config,900020,desc,Use 2 Chaos clan items(purple) in Battle/Practice Mode and win
task_config,900021,desc,Use 2 Neutral clan items(white) in Battle/Practice Mode and win
task_config,900022,desc,Use 3 War clan items(red) or Fortune clan items(yellow) in Battle/Practice Mode and win
task_config,900023,desc,Use 3 War clan items(red) or Balance clan items(blue) in Battle/Practice Mode and win
task_config,900024,desc,Use 3 War clan items(red) or Nature clan items(green) in Battle/Practice Mode and win
task_config,900025,desc,Use 3 War clan items(red) or Chaos clan items(purple) in Battle/Practice Mode and win
task_config,900026,desc,Use 3 War clan items(red) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,900027,desc,Use 3 Fortune clan items(yellow) or Balance clan items(blue) in Battle/Practice Mode and win
task_config,900028,desc,Use 3 Fortune clan items(yellow) or Nature clan items(green) in Battle/Practice Mode and win
task_config,900029,desc,Use 3 Fortune clan items(yellow) or Chaos clan items(purple) in Battle/Practice Mode and win
task_config,900030,desc,Use 3 Fortune clan items(yellow) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,900031,desc,Use 3 Balance clan items(blue) or Nature clan items(green) in Battle/Practice Mode and win
task_config,900032,desc,Use 3 Balance clan items(blue) or Chaos clan items(purple) in Battle/Practice Mode and win
task_config,900033,desc,Use 3 Balance clan items(blue) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,900034,desc,Use 3 Nature clan items(green) or Chaos clan items(purple) in Battle/Practice Mode and win
task_config,900035,desc,Use 3 Nature clan items(green) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,900036,desc,Use 3 Chaos clan items(purple) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,900037,desc,Use 4 War clan items(red) in Battle/Practice Mode and win
task_config,900038,desc,Use 4 Fortune clan items(yellow) in Battle/Practice Mode and win
task_config,900039,desc,Use 4 Balance clan items(blue) in Battle/Practice Mode and win
task_config,900040,desc,Use 4 Nature clan items(green) in Battle/Practice Mode and win
task_config,900041,desc,Use 4 Chaos clan items(purple) in Battle/Practice Mode and win
task_config,900042,desc,Use 4 Neutral clan items(white) in Battle/Practice Mode and win
task_config,900043,desc,Use 5 War clan cards(red) or Fortune clan cards(yellow) in Battle/Practice Mode and win
task_config,900044,desc,Use 5 War clan cards(red) or Balance clan cards(blue) in Battle/Practice Mode and win
task_config,900045,desc,Use 5 War clan cards(red) or Nature clan cards(green) in Battle/Practice Mode and win
task_config,900046,desc,Use 5 War clan cards(red) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,900047,desc,Use 5 War clan cards(red) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,900048,desc,Use 5 Fortune clan cards(yellow) or Balance clan cards(blue) in Battle/Practice Mode and win
task_config,900049,desc,Use 5 Fortune clan cards(yellow) or Nature clan cards(green) in Battle/Practice Mode and win
task_config,900050,desc,Use 5 Fortune clan cards(yellow) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,900051,desc,Use 5 Fortune clan cards(yellow) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,900052,desc,Use 5 Balance clan cards(blue) or Nature clan cards(green) in Battle/Practice Mode and win
task_config,900053,desc,Use 5 Balance clan cards(blue) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,900054,desc,Use 5 Balance clan cards(blue) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,900055,desc,Use 5 Nature clan cards(green) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,900056,desc,Use 5 Nature clan cards(green) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,900057,desc,Use 5 Chaos clan cards(purple) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,900058,desc,Win 1 match in Battle/Practice Mode
task_config,900059,desc,Defeat 6 monsters in Battle/Practice Mode
task_config,900060,desc,Use 6 items in Battle/Practice Mode
task_config,900061,desc,Summon 4 monsters cost 2 or less in Battle/Practice Mode
task_config,900062,desc,Summon 5 monsters cost 3 or less in Battle/Practice Mode
task_config,900063,desc,Summon 6 monsters cost 4 or less in Battle/Practice Mode
task_config,900064,desc,Summon 5 monsters cost 2 or more in Battle/Practice Mode
task_config,900065,desc,Summon 4 monsters cost 3 or more in Battle/Practice Mode
task_config,900066,desc,Summon 3 monsters cost 4 or more in Battle/Practice Mode
task_config,900067,desc,Win 1 match in Battle/Practice Mode
task_config,900068,desc,Use 4 items cost 2 or less in Battle/Practice Mode
task_config,900069,desc,Use 5 items cost 3 or less in Battle/Practice Mode
task_config,900070,desc,Use 6 items cost 4 or less in Battle/Practice Mode
task_config,900071,desc,Use 5 items cost 2 or more in Battle/Practice Mode
task_config,900072,desc,Use 4 items cost 3 or more in Battle/Practice Mode
task_config,900073,desc,Use 3 items cost 4 or more in Battle/Practice Mode
task_config,900074,desc,Win 1 match in Battle/Practice Mode
task_config,900075,desc,Use 4 cards cost 2 or less in Battle/Practice Mode
task_config,900076,desc,Use 5 cards cost 3 or less in Battle/Practice Mode
task_config,900077,desc,Use 6 cards cost 4 or less in Battle/Practice Mode
task_config,900078,desc,Use 5 cards cost 2 or more in Battle/Practice Mode
task_config,900079,desc,Use 4 cards cost 3 or more in Battle/Practice Mode
task_config,900080,desc,Use 3 cards cost 4 or more in Battle/Practice Mode
task_config,900081,desc,Win 1 match in Battle/Practice Mode
task_config,900082,desc,Win 2 matches in Advance Mode
task_config,1000001,desc,Summon 2 War clan cards(red) in Battle/Practice Mode and win
task_config,1000002,desc,Summon 2 Fortune clan cards(yellow) in Battle/Practice Mode and win
task_config,1000003,desc,Summon 2 Balance clan cards(blue) in Battle/Practice Mode and win
task_config,1000004,desc,Summon 2 Nature clan cards(green) in Battle/Practice Mode and win
task_config,1000005,desc,Summon 2 Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,1000006,desc,Use 3 War clan monsters(red) or Fortune clan monsters(yellow) in Battle/Practice Mode and win
task_config,1000007,desc,Use 3 War clan monsters(red) or Balance clan monsters(blue) in Battle/Practice Mode and win
task_config,1000008,desc,Use 3 War clan monsters(red) or Nature clan monsters(green) in Battle/Practice Mode and win
task_config,1000009,desc,Use 3 War clan monsters(red) or Chaos clan monsters(purple) in Battle/Practice Mode and win
task_config,1000010,desc,Use 3 Fortuen clan monsters(yellow) or Balance clan monsters(blue) in Battle/Practice Mode and win
task_config,1000011,desc,Use 3 Fortuen clan monsters(yellow) or Nature clan monsters(green) in Battle/Practice Mode and win
task_config,1000012,desc,Use 3 Fortuen clan monsters(yellow) or Chaos clan monsters(purple) in Battle/Practice Mode and win
task_config,1000013,desc,Use 3 Balance clan monsters(blue) or Nature clan monsters(green) in Battle/Practice Mode and win
task_config,1000014,desc,Use 3 Balance clan monsters(blue) or Chaos clan monsters(purple) in Battle/Practice Mode and win
task_config,1000015,desc,Use 3 Nature clan monsters(green) or Chaos clan monsters(purple) in Battle/Practice Mode and win
task_config,1000016,desc,Use 2 War clan items(red) in Battle/Practice Mode and win
task_config,1000017,desc,Use 2 Fortune clan items(yellow) in Battle/Practice Mode and win
task_config,1000018,desc,Use 2 Balance clan items(blue) in Battle/Practice Mode and win
task_config,1000019,desc,Use 2 Nature clan items(green) in Battle/Practice Mode and win
task_config,1000020,desc,Use 2 Chaos clan items(purple) in Battle/Practice Mode and win
task_config,1000021,desc,Use 2 Neutral clan items(white) in Battle/Practice Mode and win
task_config,1000022,desc,Use 3 War clan items(red) or Fortune clan items(yellow) in Battle/Practice Mode and win
task_config,1000023,desc,Use 3 War clan items(red) or Balance clan items(blue) in Battle/Practice Mode and win
task_config,1000024,desc,Use 3 War clan items(red) or Nature clan items(green) in Battle/Practice Mode and win
task_config,1000025,desc,Use 3 War clan items(red) or Chaos clan items(purple) in Battle/Practice Mode and win
task_config,1000026,desc,Use 3 War clan items(red) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,1000027,desc,Use 3 Fortune clan items(yellow) or Balance clan items(blue) in Battle/Practice Mode and win
task_config,1000028,desc,Use 3 Fortune clan items(yellow) or Nature clan items(green) in Battle/Practice Mode and win
task_config,1000029,desc,Use 3 Fortune clan items(yellow) or Chaos clan items(purple) in Battle/Practice Mode and win
task_config,1000030,desc,Use 3 Fortune clan items(yellow) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,1000031,desc,Use 3 Balance clan items(blue) or Nature clan items(green) in Battle/Practice Mode and win
task_config,1000032,desc,Use 3 Balance clan items(blue) or Chaos clan items(purple) in Battle/Practice Mode and win
task_config,1000033,desc,Use 3 Balance clan items(blue) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,1000034,desc,Use 3 Nature clan items(green) or Chaos clan items(purple) in Battle/Practice Mode and win
task_config,1000035,desc,Use 3 Nature clan items(green) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,1000036,desc,Use 3 Chaos clan items(purple) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,1000037,desc,Use 4 War clan items(red) in Battle/Practice Mode and win
task_config,1000038,desc,Use 4 Fortune clan items(yellow) in Battle/Practice Mode and win
task_config,1000039,desc,Use 4 Balance clan items(blue) in Battle/Practice Mode and win
task_config,1000040,desc,Use 4 Nature clan items(green) in Battle/Practice Mode and win
task_config,1000041,desc,Use 4 Chaos clan items(purple) in Battle/Practice Mode and win
task_config,1000042,desc,Use 4 Neutral clan items(white) in Battle/Practice Mode and win
task_config,1000043,desc,Use 5 War clan cards(red) or Fortune clan cards(yellow) in Battle/Practice Mode and win
task_config,1000044,desc,Use 5 War clan cards(red) or Balance clan cards(blue) in Battle/Practice Mode and win
task_config,1000045,desc,Use 5 War clan cards(red) or Nature clan cards(green) in Battle/Practice Mode and win
task_config,1000046,desc,Use 5 War clan cards(red) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,1000047,desc,Use 5 War clan cards(red) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,1000048,desc,Use 5 Fortune clan cards(yellow) or Balance clan cards(blue) in Battle/Practice Mode and win
task_config,1000049,desc,Use 5 Fortune clan cards(yellow) or Nature clan cards(green) in Battle/Practice Mode and win
task_config,1000050,desc,Use 5 Fortune clan cards(yellow) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,1000051,desc,Use 5 Fortune clan cards(yellow) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,1000052,desc,Use 5 Balance clan cards(blue) or Nature clan cards(green) in Battle/Practice Mode and win
task_config,1000053,desc,Use 5 Balance clan cards(blue) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,1000054,desc,Use 5 Balance clan cards(blue) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,1000055,desc,Use 5 Nature clan cards(green) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,1000056,desc,Use 5 Nature clan cards(green) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,1000057,desc,Use 5 Chaos clan cards(purple) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,1000058,desc,Win 1 match in Battle/Practice Mode
task_config,1000059,desc,Defeat 6 monsters in Battle/Practice Mode
task_config,1000060,desc,Use 6 items in Battle/Practice Mode
task_config,1000061,desc,Summon 4 monsters cost 2 or less in Battle/Practice Mode
task_config,1000062,desc,Summon 5 monsters cost 3 or less in Battle/Practice Mode
task_config,1000063,desc,Summon 6 monsters cost 4 or less in Battle/Practice Mode
task_config,1000064,desc,Summon 5 monsters cost 2 or more in Battle/Practice Mode
task_config,1000065,desc,Summon 4 monsters cost 3 or more in Battle/Practice Mode
task_config,1000066,desc,Summon 3 monsters cost 4 or more in Battle/Practice Mode
task_config,1000067,desc,Win 1 match in Battle/Practice Mode
task_config,1000068,desc,Use 4 items cost 2 or less in Battle/Practice Mode
task_config,1000069,desc,Use 5 items cost 3 or less in Battle/Practice Mode
task_config,1000070,desc,Use 6 items cost 4 or less in Battle/Practice Mode
task_config,1000071,desc,Use 5 items cost 2 or more in Battle/Practice Mode
task_config,1000072,desc,Use 4 items cost 3 or more in Battle/Practice Mode
task_config,1000073,desc,Use 3 items cost 4 or more in Battle/Practice Mode
task_config,1000074,desc,Win 1 match in Battle/Practice Mode
task_config,1000075,desc,Use 4 cards cost 2 or less in Battle/Practice Mode
task_config,1000076,desc,Use 5 cards cost 3 or less in Battle/Practice Mode
task_config,1000077,desc,Use 6 cards cost 4 or less in Battle/Practice Mode
task_config,1000078,desc,Use 5 cards cost 2 or more in Battle/Practice Mode
task_config,1000079,desc,Use 4 cards cost 3 or more in Battle/Practice Mode
task_config,1000080,desc,Use 3 cards cost 4 or more in Battle/Practice Mode
task_config,1000081,desc,Win 1 match in Battle/Practice Mode
task_config,1000082,desc,Win 2 matches in Advance Mode
task_config,1100001,desc,Summon 2 War clan cards(red) in Battle/Practice Mode and win
task_config,1100002,desc,Summon 2 Fortune clan cards(yellow) in Battle/Practice Mode and win
task_config,1100003,desc,Summon 2 Balance clan cards(blue) in Battle/Practice Mode and win
task_config,1100004,desc,Summon 2 Nature clan cards(green) in Battle/Practice Mode and win
task_config,1100005,desc,Summon 2 Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,1100006,desc,Use 3 War clan monsters(red) or Fortune clan monsters(yellow) in Battle/Practice Mode and win
task_config,1100007,desc,Use 3 War clan monsters(red) or Balance clan monsters(blue) in Battle/Practice Mode and win
task_config,1100008,desc,Use 3 War clan monsters(red) or Nature clan monsters(green) in Battle/Practice Mode and win
task_config,1100009,desc,Use 3 War clan monsters(red) or Chaos clan monsters(purple) in Battle/Practice Mode and win
task_config,1100010,desc,Use 3 Fortuen clan monsters(yellow) or Balance clan monsters(blue) in Battle/Practice Mode and win
task_config,1100011,desc,Use 3 Fortuen clan monsters(yellow) or Nature clan monsters(green) in Battle/Practice Mode and win
task_config,1100012,desc,Use 3 Fortuen clan monsters(yellow) or Chaos clan monsters(purple) in Battle/Practice Mode and win
task_config,1100013,desc,Use 3 Balance clan monsters(blue) or Nature clan monsters(green) in Battle/Practice Mode and win
task_config,1100014,desc,Use 3 Balance clan monsters(blue) or Chaos clan monsters(purple) in Battle/Practice Mode and win
task_config,1100015,desc,Use 3 Nature clan monsters(green) or Chaos clan monsters(purple) in Battle/Practice Mode and win
task_config,1100016,desc,Use 2 War clan items(red) in Battle/Practice Mode and win
task_config,1100017,desc,Use 2 Fortune clan items(yellow) in Battle/Practice Mode and win
task_config,1100018,desc,Use 2 Balance clan items(blue) in Battle/Practice Mode and win
task_config,1100019,desc,Use 2 Nature clan items(green) in Battle/Practice Mode and win
task_config,1100020,desc,Use 2 Chaos clan items(purple) in Battle/Practice Mode and win
task_config,1100021,desc,Use 2 Neutral clan items(white) in Battle/Practice Mode and win
task_config,1100022,desc,Use 3 War clan items(red) or Fortune clan items(yellow) in Battle/Practice Mode and win
task_config,1100023,desc,Use 3 War clan items(red) or Balance clan items(blue) in Battle/Practice Mode and win
task_config,1100024,desc,Use 3 War clan items(red) or Nature clan items(green) in Battle/Practice Mode and win
task_config,1100025,desc,Use 3 War clan items(red) or Chaos clan items(purple) in Battle/Practice Mode and win
task_config,1100026,desc,Use 3 War clan items(red) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,1100027,desc,Use 3 Fortune clan items(yellow) or Balance clan items(blue) in Battle/Practice Mode and win
task_config,1100028,desc,Use 3 Fortune clan items(yellow) or Nature clan items(green) in Battle/Practice Mode and win
task_config,1100029,desc,Use 3 Fortune clan items(yellow) or Chaos clan items(purple) in Battle/Practice Mode and win
task_config,1100030,desc,Use 3 Fortune clan items(yellow) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,1100031,desc,Use 3 Balance clan items(blue) or Nature clan items(green) in Battle/Practice Mode and win
task_config,1100032,desc,Use 3 Balance clan items(blue) or Chaos clan items(purple) in Battle/Practice Mode and win
task_config,1100033,desc,Use 3 Balance clan items(blue) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,1100034,desc,Use 3 Nature clan items(green) or Chaos clan items(purple) in Battle/Practice Mode and win
task_config,1100035,desc,Use 3 Nature clan items(green) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,1100036,desc,Use 3 Chaos clan items(purple) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,1100037,desc,Use 4 War clan items(red) in Battle/Practice Mode and win
task_config,1100038,desc,Use 4 Fortune clan items(yellow) in Battle/Practice Mode and win
task_config,1100039,desc,Use 4 Balance clan items(blue) in Battle/Practice Mode and win
task_config,1100040,desc,Use 4 Nature clan items(green) in Battle/Practice Mode and win
task_config,1100041,desc,Use 4 Chaos clan items(purple) in Battle/Practice Mode and win
task_config,1100042,desc,Use 4 Neutral clan items(white) in Battle/Practice Mode and win
task_config,1100043,desc,Use 5 War clan cards(red) or Fortune clan cards(yellow) in Battle/Practice Mode and win
task_config,1100044,desc,Use 5 War clan cards(red) or Balance clan cards(blue) in Battle/Practice Mode and win
task_config,1100045,desc,Use 5 War clan cards(red) or Nature clan cards(green) in Battle/Practice Mode and win
task_config,1100046,desc,Use 5 War clan cards(red) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,1100047,desc,Use 5 War clan cards(red) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,1100048,desc,Use 5 Fortune clan cards(yellow) or Balance clan cards(blue) in Battle/Practice Mode and win
task_config,1100049,desc,Use 5 Fortune clan cards(yellow) or Nature clan cards(green) in Battle/Practice Mode and win
task_config,1100050,desc,Use 5 Fortune clan cards(yellow) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,1100051,desc,Use 5 Fortune clan cards(yellow) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,1100052,desc,Use 5 Balance clan cards(blue) or Nature clan cards(green) in Battle/Practice Mode and win
task_config,1100053,desc,Use 5 Balance clan cards(blue) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,1100054,desc,Use 5 Balance clan cards(blue) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,1100055,desc,Use 5 Nature clan cards(green) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,1100056,desc,Use 5 Nature clan cards(green) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,1100057,desc,Use 5 Chaos clan cards(purple) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,1100058,desc,Win 1 match in Battle/Practice Mode
task_config,1100059,desc,Defeat 6 monsters in Battle/Practice Mode
task_config,1100060,desc,Use 6 items in Battle/Practice Mode
task_config,1100061,desc,Summon 4 monsters cost 2 or less in Battle/Practice Mode
task_config,1100062,desc,Summon 5 monsters cost 3 or less in Battle/Practice Mode
task_config,1100063,desc,Summon 6 monsters cost 4 or less in Battle/Practice Mode
task_config,1100064,desc,Summon 5 monsters cost 2 or more in Battle/Practice Mode
task_config,1100065,desc,Summon 4 monsters cost 3 or more in Battle/Practice Mode
task_config,1100066,desc,Summon 3 monsters cost 4 or more in Battle/Practice Mode
task_config,1100067,desc,Win 1 match in Battle/Practice Mode
task_config,1100068,desc,Use 4 items cost 2 or less in Battle/Practice Mode
task_config,1100069,desc,Use 5 items cost 3 or less in Battle/Practice Mode
task_config,1100070,desc,Use 6 items cost 4 or less in Battle/Practice Mode
task_config,1100071,desc,Use 5 items cost 2 or more in Battle/Practice Mode
task_config,1100072,desc,Use 4 items cost 3 or more in Battle/Practice Mode
task_config,1100073,desc,Use 3 items cost 4 or more in Battle/Practice Mode
task_config,1100074,desc,Win 1 match in Battle/Practice Mode
task_config,1100075,desc,Use 4 cards cost 2 or less in Battle/Practice Mode
task_config,1100076,desc,Use 5 cards cost 3 or less in Battle/Practice Mode
task_config,1100077,desc,Use 6 cards cost 4 or less in Battle/Practice Mode
task_config,1100078,desc,Use 5 cards cost 2 or more in Battle/Practice Mode
task_config,1100079,desc,Use 4 cards cost 3 or more in Battle/Practice Mode
task_config,1100080,desc,Use 3 cards cost 4 or more in Battle/Practice Mode
task_config,1100081,desc,Win 1 match in Battle/Practice Mode
task_config,1100082,desc,Win 2 matches in Advance Mode
task_config,1200001,desc,Summon 2 War clan cards(red) in Battle/Practice Mode and win
task_config,1200002,desc,Summon 2 Fortune clan cards(yellow) in Battle/Practice Mode and win
task_config,1200003,desc,Summon 2 Balance clan cards(blue) in Battle/Practice Mode and win
task_config,1200004,desc,Summon 2 Nature clan cards(green) in Battle/Practice Mode and win
task_config,1200005,desc,Summon 2 Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,1200006,desc,Use 3 War clan monsters(red) or Fortune clan monsters(yellow) in Battle/Practice Mode and win
task_config,1200007,desc,Use 3 War clan monsters(red) or Balance clan monsters(blue) in Battle/Practice Mode and win
task_config,1200008,desc,Use 3 War clan monsters(red) or Nature clan monsters(green) in Battle/Practice Mode and win
task_config,1200009,desc,Use 3 War clan monsters(red) or Chaos clan monsters(purple) in Battle/Practice Mode and win
task_config,1200010,desc,Use 3 Fortuen clan monsters(yellow) or Balance clan monsters(blue) in Battle/Practice Mode and win
task_config,1200011,desc,Use 3 Fortuen clan monsters(yellow) or Nature clan monsters(green) in Battle/Practice Mode and win
task_config,1200012,desc,Use 3 Fortuen clan monsters(yellow) or Chaos clan monsters(purple) in Battle/Practice Mode and win
task_config,1200013,desc,Use 3 Balance clan monsters(blue) or Nature clan monsters(green) in Battle/Practice Mode and win
task_config,1200014,desc,Use 3 Balance clan monsters(blue) or Chaos clan monsters(purple) in Battle/Practice Mode and win
task_config,1200015,desc,Use 3 Nature clan monsters(green) or Chaos clan monsters(purple) in Battle/Practice Mode and win
task_config,1200016,desc,Use 2 War clan items(red) in Battle/Practice Mode and win
task_config,1200017,desc,Use 2 Fortune clan items(yellow) in Battle/Practice Mode and win
task_config,1200018,desc,Use 2 Balance clan items(blue) in Battle/Practice Mode and win
task_config,1200019,desc,Use 2 Nature clan items(green) in Battle/Practice Mode and win
task_config,1200020,desc,Use 2 Chaos clan items(purple) in Battle/Practice Mode and win
task_config,1200021,desc,Use 2 Neutral clan items(white) in Battle/Practice Mode and win
task_config,1200022,desc,Use 3 War clan items(red) or Fortune clan items(yellow) in Battle/Practice Mode and win
task_config,1200023,desc,Use 3 War clan items(red) or Balance clan items(blue) in Battle/Practice Mode and win
task_config,1200024,desc,Use 3 War clan items(red) or Nature clan items(green) in Battle/Practice Mode and win
task_config,1200025,desc,Use 3 War clan items(red) or Chaos clan items(purple) in Battle/Practice Mode and win
task_config,1200026,desc,Use 3 War clan items(red) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,1200027,desc,Use 3 Fortune clan items(yellow) or Balance clan items(blue) in Battle/Practice Mode and win
task_config,1200028,desc,Use 3 Fortune clan items(yellow) or Nature clan items(green) in Battle/Practice Mode and win
task_config,1200029,desc,Use 3 Fortune clan items(yellow) or Chaos clan items(purple) in Battle/Practice Mode and win
task_config,1200030,desc,Use 3 Fortune clan items(yellow) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,1200031,desc,Use 3 Balance clan items(blue) or Nature clan items(green) in Battle/Practice Mode and win
task_config,1200032,desc,Use 3 Balance clan items(blue) or Chaos clan items(purple) in Battle/Practice Mode and win
task_config,1200033,desc,Use 3 Balance clan items(blue) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,1200034,desc,Use 3 Nature clan items(green) or Chaos clan items(purple) in Battle/Practice Mode and win
task_config,1200035,desc,Use 3 Nature clan items(green) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,1200036,desc,Use 3 Chaos clan items(purple) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,1200037,desc,Use 4 War clan items(red) in Battle/Practice Mode and win
task_config,1200038,desc,Use 4 Fortune clan items(yellow) in Battle/Practice Mode and win
task_config,1200039,desc,Use 4 Balance clan items(blue) in Battle/Practice Mode and win
task_config,1200040,desc,Use 4 Nature clan items(green) in Battle/Practice Mode and win
task_config,1200041,desc,Use 4 Chaos clan items(purple) in Battle/Practice Mode and win
task_config,1200042,desc,Use 4 Neutral clan items(white) in Battle/Practice Mode and win
task_config,1200043,desc,Use 5 War clan cards(red) or Fortune clan cards(yellow) in Battle/Practice Mode and win
task_config,1200044,desc,Use 5 War clan cards(red) or Balance clan cards(blue) in Battle/Practice Mode and win
task_config,1200045,desc,Use 5 War clan cards(red) or Nature clan cards(green) in Battle/Practice Mode and win
task_config,1200046,desc,Use 5 War clan cards(red) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,1200047,desc,Use 5 War clan cards(red) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,1200048,desc,Use 5 Fortune clan cards(yellow) or Balance clan cards(blue) in Battle/Practice Mode and win
task_config,1200049,desc,Use 5 Fortune clan cards(yellow) or Nature clan cards(green) in Battle/Practice Mode and win
task_config,1200050,desc,Use 5 Fortune clan cards(yellow) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,1200051,desc,Use 5 Fortune clan cards(yellow) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,1200052,desc,Use 5 Balance clan cards(blue) or Nature clan cards(green) in Battle/Practice Mode and win
task_config,1200053,desc,Use 5 Balance clan cards(blue) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,1200054,desc,Use 5 Balance clan cards(blue) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,1200055,desc,Use 5 Nature clan cards(green) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,1200056,desc,Use 5 Nature clan cards(green) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,1200057,desc,Use 5 Chaos clan cards(purple) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,1200058,desc,Win 1 match in Battle/Practice Mode
task_config,1200059,desc,Defeat 6 monsters in Battle/Practice Mode
task_config,1200060,desc,Use 6 items in Battle/Practice Mode
task_config,1200061,desc,Summon 4 monsters cost 2 or less in Battle/Practice Mode
task_config,1200062,desc,Summon 5 monsters cost 3 or less in Battle/Practice Mode
task_config,1200063,desc,Summon 6 monsters cost 4 or less in Battle/Practice Mode
task_config,1200064,desc,Summon 5 monsters cost 2 or more in Battle/Practice Mode
task_config,1200065,desc,Summon 4 monsters cost 3 or more in Battle/Practice Mode
task_config,1200066,desc,Summon 3 monsters cost 4 or more in Battle/Practice Mode
task_config,1200067,desc,Win 1 match in Battle/Practice Mode
task_config,1200068,desc,Use 4 items cost 2 or less in Battle/Practice Mode
