卡牌ID,卡牌组ID,卡牌等级,卡牌名字,卡牌类型,卡牌种类,卡牌品质,生命,标志,资源路径,使用水晶数量,评分,卡组数量限制,技能1,技能1,技能2,技能2,技能3,技能3
230292,23029,3,木制护腕,armor,rare,balance,4,1,wooden_bracers,1,420,2,breaker,3,,,,
24029,24029,1,木制护腕,armor,rare,nature,1,1,wooden_bracers,1,140,2,breaker,2,,,,
240291,24029,2,木制护腕,armor,rare,nature,3,1,wooden_bracers,1,280,2,breaker,2,,,,
240292,24029,3,木制护腕,armor,rare,nature,4,1,wooden_bracers,1,420,2,breaker,3,,,,
25029,25029,1,木制护腕,armor,rare,chaos,1,1,wooden_bracers,1,140,2,breaker,2,,,,
250291,25029,2,木制护腕,armor,rare,chaos,3,1,wooden_bracers,1,280,2,breaker,2,,,,
250292,25029,3,木制护腕,armor,rare,chaos,4,1,wooden_bracers,1,420,2,breaker,3,,,,
26029,26029,1,木制护腕,armor,rare,all,1,1,wooden_bracers,2,140,2,breaker,2,,,,
260291,26029,2,木制护腕,armor,rare,all,3,1,wooden_bracers,2,280,2,breaker,2,,,,
260292,26029,3,木制护腕,armor,rare,all,4,1,wooden_bracers,2,420,2,breaker,3,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
31001,31001,1,短剑,equip,normal,war,0,1,short_sword,2,70,2,melee,1,,,,
310011,31001,2,短剑,equip,normal,war,0,1,short_sword,2,140,2,melee,2,,,,
310012,31001,3,短剑,equip,normal,war,0,1,short_sword,2,210,2,melee,3,,,,
32001,32001,1,短剑,equip,normal,fortune,0,1,short_sword,2,70,2,melee,1,,,,
320011,32001,2,短剑,equip,normal,fortune,0,1,short_sword,2,140,2,melee,2,,,,
320012,32001,3,短剑,equip,normal,fortune,0,1,short_sword,2,210,2,melee,3,,,,
34001,34001,1,短剑,equip,normal,nature,0,1,short_sword,2,70,2,melee,1,,,,
340011,34001,2,短剑,equip,normal,nature,0,1,short_sword,2,140,2,melee,2,,,,
340012,34001,3,短剑,equip,normal,nature,0,1,short_sword,2,210,2,melee,3,,,,
35001,35001,1,短剑,equip,normal,chaos,0,1,short_sword,2,70,2,melee,1,,,,
350011,35001,2,短剑,equip,normal,chaos,0,1,short_sword,2,140,2,melee,2,,,,
350012,35001,3,短剑,equip,normal,chaos,0,1,short_sword,2,210,2,melee,3,,,,
36001,36001,1,短剑,equip,normal,all,0,1,short_sword,3,70,2,melee,1,,,,
360011,36001,2,短剑,equip,normal,all,0,1,short_sword,3,140,2,melee,2,,,,
360012,36001,3,短剑,equip,normal,all,0,1,short_sword,3,210,2,melee,3,,,,
31002,31002,1,短弓,equip,normal,war,0,1,short_bow,3,70,2,ranged,1,,,,
310021,31002,2,短弓,equip,normal,war,0,1,short_bow,3,140,2,ranged,1,disease,1,,
310022,31002,3,短弓,equip,normal,war,0,1,short_bow,3,210,2,ranged,2,disease,1,,
32002,32002,1,短弓,equip,normal,fortune,0,1,short_bow,2,70,2,ranged,1,,,,
320021,32002,2,短弓,equip,normal,fortune,0,1,short_bow,2,140,2,ranged,1,disease,1,,
320022,32002,3,短弓,equip,normal,fortune,0,1,short_bow,2,210,2,ranged,2,disease,1,,
33002,33002,1,短弓,equip,normal,balance,0,1,short_bow,3,70,2,ranged,1,,,,
330021,33002,2,短弓,equip,normal,balance,0,1,short_bow,3,140,2,ranged,1,disease,1,,
330022,33002,3,短弓,equip,normal,balance,0,1,short_bow,3,210,2,ranged,2,disease,1,,
34002,34002,1,短弓,equip,normal,nature,0,1,short_bow,2,70,2,ranged,1,,,,
340021,34002,2,短弓,equip,normal,nature,0,1,short_bow,2,140,2,ranged,1,disease,1,,
340022,34002,3,短弓,equip,normal,nature,0,1,short_bow,2,210,2,ranged,2,disease,1,,
35002,35002,1,短弓,equip,normal,chaos,0,1,short_bow,3,70,2,ranged,1,,,,
350021,35002,2,短弓,equip,normal,chaos,0,1,short_bow,3,140,2,ranged,1,disease,1,,
350022,35002,3,短弓,equip,normal,chaos,0,1,short_bow,3,210,2,ranged,2,disease,1,,
36002,36002,1,短弓,equip,normal,all,0,1,short_bow,4,70,2,ranged,1,,,,
360021,36002,2,短弓,equip,normal,all,0,1,short_bow,4,140,2,ranged,1,disease,1,,
360022,36002,3,短弓,equip,normal,all,0,1,short_bow,4,210,2,ranged,2,disease,1,,
31003,31003,1,橡木法杖,equip,normal,war,0,1,oak_staff,3,70,2,magic,1,,,,
310031,31003,2,橡木法杖,equip,normal,war,0,1,oak_staff,3,140,2,magic,1,melee,1,,
310032,31003,3,橡木法杖,equip,normal,war,0,1,oak_staff,3,210,2,magic,2,melee,1,,
32003,32003,1,橡木法杖,equip,normal,fortune,0,1,oak_staff,3,70,2,magic,1,,,,
320031,32003,2,橡木法杖,equip,normal,fortune,0,1,oak_staff,3,140,2,magic,1,melee,1,,
320032,32003,3,橡木法杖,equip,normal,fortune,0,1,oak_staff,3,210,2,magic,2,melee,1,,
33003,33003,1,橡木法杖,equip,normal,balance,0,1,oak_staff,2,70,2,magic,1,,,,
330031,33003,2,橡木法杖,equip,normal,balance,0,1,oak_staff,2,140,2,magic,1,melee,1,,
330032,33003,3,橡木法杖,equip,normal,balance,0,1,oak_staff,2,210,2,magic,2,melee,1,,
34003,34003,1,橡木法杖,equip,normal,nature,0,1,oak_staff,3,70,2,magic,1,,,,
340031,34003,2,橡木法杖,equip,normal,nature,0,1,oak_staff,3,140,2,magic,1,melee,1,,
340032,34003,3,橡木法杖,equip,normal,nature,0,1,oak_staff,3,210,2,magic,2,melee,1,,
35003,35003,1,橡木法杖,equip,normal,chaos,0,1,oak_staff,3,70,2,magic,1,,,,
350031,35003,2,橡木法杖,equip,normal,chaos,0,1,oak_staff,3,140,2,magic,1,melee,1,,
350032,35003,3,橡木法杖,equip,normal,chaos,0,1,oak_staff,3,210,2,magic,2,melee,1,,
36003,36003,1,橡木法杖,equip,normal,all,0,1,oak_staff,4,70,2,magic,1,,,,
360031,36003,2,橡木法杖,equip,normal,all,0,1,oak_staff,4,140,2,magic,1,melee,1,,
360032,36003,3,橡木法杖,equip,normal,all,0,1,oak_staff,4,210,2,magic,2,melee,1,,
31004,31004,1,野蛮战靴,equip,normal,war,0,1,violent_boots,2,70,2,thrash,1,,,,
310041,31004,2,野蛮战靴,equip,normal,war,0,1,violent_boots,2,140,2,thrash,2,,,,
310042,31004,3,野蛮战靴,equip,normal,war,0,1,violent_boots,2,210,2,thrash,3,,,,
32004,32004,1,野蛮战靴,equip,normal,fortune,0,1,violent_boots,3,70,2,thrash,1,,,,
320041,32004,2,野蛮战靴,equip,normal,fortune,0,1,violent_boots,3,140,2,thrash,2,,,,
320042,32004,3,野蛮战靴,equip,normal,fortune,0,1,violent_boots,3,210,2,thrash,3,,,,
33004,33004,1,野蛮战靴,equip,normal,balance,0,1,violent_boots,3,70,2,thrash,1,,,,
330041,33004,2,野蛮战靴,equip,normal,balance,0,1,violent_boots,3,140,2,thrash,2,,,,
330042,33004,3,野蛮战靴,equip,normal,balance,0,1,violent_boots,3,210,2,thrash,3,,,,
34004,34004,1,野蛮战靴,equip,normal,nature,0,1,violent_boots,3,70,2,thrash,1,,,,
340041,34004,2,野蛮战靴,equip,normal,nature,0,1,violent_boots,3,140,2,thrash,2,,,,
340042,34004,3,野蛮战靴,equip,normal,nature,0,1,violent_boots,3,210,2,thrash,3,,,,
35004,35004,1,野蛮战靴,equip,normal,chaos,0,1,violent_boots,3,70,2,thrash,1,,,,
350041,35004,2,野蛮战靴,equip,normal,chaos,0,1,violent_boots,3,140,2,thrash,2,,,,
350042,35004,3,野蛮战靴,equip,normal,chaos,0,1,violent_boots,3,210,2,thrash,3,,,,
36004,36004,1,野蛮战靴,equip,normal,all,0,1,violent_boots,4,70,2,thrash,1,,,,
360041,36004,2,野蛮战靴,equip,normal,all,0,1,violent_boots,4,140,2,thrash,2,,,,
360042,36004,3,野蛮战靴,equip,normal,all,0,1,violent_boots,4,210,2,thrash,3,,,,
32005,32005,1,飞鞋,equip,normal,fortune,0,1,light_shoes,3,70,2,flying,0,,,,
320051,32005,2,飞鞋,equip,normal,fortune,0,1,light_shoes,3,140,2,flying,0,melee,1,,
320052,32005,3,飞鞋,equip,normal,fortune,0,1,light_shoes,3,210,2,flying,0,melee,1,ranged,1
33005,33005,1,飞鞋,equip,normal,balance,0,1,light_shoes,3,70,2,flying,0,,,,
330051,33005,2,飞鞋,equip,normal,balance,0,1,light_shoes,3,140,2,flying,0,melee,1,,
330052,33005,3,飞鞋,equip,normal,balance,0,1,light_shoes,3,210,2,flying,0,melee,1,ranged,1
34005,34005,1,飞鞋,equip,normal,nature,0,1,light_shoes,3,70,2,flying,0,,,,
340051,34005,2,飞鞋,equip,normal,nature,0,1,light_shoes,3,140,2,flying,0,melee,1,,
340052,34005,3,飞鞋,equip,normal,nature,0,1,light_shoes,3,210,2,flying,0,melee,1,ranged,1
35005,35005,1,飞鞋,equip,normal,chaos,0,1,light_shoes,3,70,2,flying,0,,,,
350051,35005,2,飞鞋,equip,normal,chaos,0,1,light_shoes,3,140,2,flying,0,melee,1,,
350052,35005,3,飞鞋,equip,normal,chaos,0,1,light_shoes,3,210,2,flying,0,melee,1,ranged,1
36005,36005,1,飞鞋,equip,normal,all,0,1,light_shoes,4,70,2,flying,0,,,,
360051,36005,2,飞鞋,equip,normal,all,0,1,light_shoes,4,140,2,flying,0,melee,1,,
360052,36005,3,飞鞋,equip,normal,all,0,1,light_shoes,4,210,2,flying,0,melee,1,ranged,1
31006,31006,1,翡翠戒指,equip,normal,war,0,1,ring_of_poison,4,70,2,entangle,0,,,,
310061,31006,2,翡翠戒指,equip,normal,war,0,1,ring_of_poison,4,140,2,entangle,0,shield,1,,
310062,31006,3,翡翠戒指,equip,normal,war,0,1,ring_of_poison,4,210,2,entangle,0,shield,1,melee,1
32006,32006,1,翡翠戒指,equip,normal,fortune,0,1,ring_of_poison,4,70,2,entangle,0,,,,
320061,32006,2,翡翠戒指,equip,normal,fortune,0,1,ring_of_poison,4,140,2,entangle,0,shield,1,,
320062,32006,3,翡翠戒指,equip,normal,fortune,0,1,ring_of_poison,4,210,2,entangle,0,shield,1,melee,1
33006,33006,1,翡翠戒指,equip,normal,balance,0,1,ring_of_poison,4,70,2,entangle,0,,,,
330061,33006,2,翡翠戒指,equip,normal,balance,0,1,ring_of_poison,4,140,2,entangle,0,shield,1,,
330062,33006,3,翡翠戒指,equip,normal,balance,0,1,ring_of_poison,4,210,2,entangle,0,shield,1,melee,1
34006,34006,1,翡翠戒指,equip,normal,nature,0,1,ring_of_poison,3,70,2,entangle,0,,,,
340061,34006,2,翡翠戒指,equip,normal,nature,0,1,ring_of_poison,3,140,2,entangle,0,shield,1,,
340062,34006,3,翡翠戒指,equip,normal,nature,0,1,ring_of_poison,3,210,2,entangle,0,shield,1,melee,1
35006,35006,1,翡翠戒指,equip,normal,chaos,0,1,ring_of_poison,4,70,2,entangle,0,,,,
350061,35006,2,翡翠戒指,equip,normal,chaos,0,1,ring_of_poison,4,140,2,entangle,0,shield,1,,
350062,35006,3,翡翠戒指,equip,normal,chaos,0,1,ring_of_poison,4,210,2,entangle,0,shield,1,melee,1
36006,36006,1,翡翠戒指,equip,normal,all,0,1,ring_of_poison,5,70,2,entangle,0,,,,
360061,36006,2,翡翠戒指,equip,normal,all,0,1,ring_of_poison,5,140,2,entangle,0,shield,1,,
360062,36006,3,翡翠戒指,equip,normal,all,0,1,ring_of_poison,5,210,2,entangle,0,shield,1,melee,1
31007,31007,1,长剑,equip,rare,war,0,1,long_sword,3,140,2,melee,2,,,,
310071,31007,2,长剑,equip,rare,war,0,1,long_sword,3,280,2,melee,3,,,,
310072,31007,3,长剑,equip,rare,war,0,1,long_sword,3,420,2,melee,4,,,,
32007,32007,1,长剑,equip,rare,fortune,0,1,long_sword,3,140,2,melee,2,,,,
320071,32007,2,长剑,equip,rare,fortune,0,1,long_sword,3,280,2,melee,3,,,,
320072,32007,3,长剑,equip,rare,fortune,0,1,long_sword,3,420,2,melee,4,,,,
34007,34007,1,长剑,equip,rare,nature,0,1,long_sword,3,140,2,melee,2,,,,
340071,34007,2,长剑,equip,rare,nature,0,1,long_sword,3,280,2,melee,3,,,,
340072,34007,3,长剑,equip,rare,nature,0,1,long_sword,3,420,2,melee,4,,,,
35007,35007,1,长剑,equip,rare,chaos,0,1,long_sword,3,140,2,melee,2,,,,
350071,35007,2,长剑,equip,rare,chaos,0,1,long_sword,3,280,2,melee,3,,,,
350072,35007,3,长剑,equip,rare,chaos,0,1,long_sword,3,420,2,melee,4,,,,
36007,36007,1,长剑,equip,rare,all,0,1,long_sword,4,140,2,melee,2,,,,
360071,36007,2,长剑,equip,rare,all,0,1,long_sword,4,280,2,melee,3,,,,
360072,36007,3,长剑,equip,rare,all,0,1,long_sword,4,420,2,melee,4,,,,
32008,32008,1,幸运靴,equip,rare,fortune,0,1,lucky_shoes,2,140,2,chance,2,,,,
320081,32008,2,幸运靴,equip,rare,fortune,0,1,lucky_shoes,2,280,2,chance,3,,,,
320082,32008,3,幸运靴,equip,rare,fortune,0,1,lucky_shoes,2,420,2,chance,4,,,,
33008,33008,1,幸运靴,equip,rare,balance,0,1,lucky_shoes,3,140,2,chance,2,,,,
330081,33008,2,幸运靴,equip,rare,balance,0,1,lucky_shoes,3,280,2,chance,3,,,,
330082,33008,3,幸运靴,equip,rare,balance,0,1,lucky_shoes,3,420,2,chance,4,,,,
34008,34008,1,幸运靴,equip,rare,nature,0,1,lucky_shoes,3,140,2,chance,2,,,,
340081,34008,2,幸运靴,equip,rare,nature,0,1,lucky_shoes,3,280,2,chance,3,,,,
340082,34008,3,幸运靴,equip,rare,nature,0,1,lucky_shoes,3,420,2,chance,4,,,,
35008,35008,1,幸运靴,equip,rare,chaos,0,1,lucky_shoes,3,140,2,chance,2,,,,
350081,35008,2,幸运靴,equip,rare,chaos,0,1,lucky_shoes,3,280,2,chance,3,,,,
350082,35008,3,幸运靴,equip,rare,chaos,0,1,lucky_shoes,3,420,2,chance,4,,,,
36008,36008,1,幸运靴,equip,rare,all,0,1,lucky_shoes,4,140,2,chance,2,,,,
360081,36008,2,幸运靴,equip,rare,all,0,1,lucky_shoes,4,280,2,chance,3,,,,
360082,36008,3,幸运靴,equip,rare,all,0,1,lucky_shoes,4,420,2,chance,4,,,,
31009,31009,1,猎弓,equip,rare,war,0,1,hunters_bow,3,140,2,ranged,1,breaker,2,,
310091,31009,2,猎弓,equip,rare,war,0,1,hunters_bow,3,280,2,ranged,1,breaker,3,,
310092,31009,3,猎弓,equip,rare,war,0,1,hunters_bow,3,420,2,ranged,1,breaker,4,,
32009,32009,1,猎弓,equip,rare,fortune,0,1,hunters_bow,3,140,2,ranged,1,breaker,2,,
320091,32009,2,猎弓,equip,rare,fortune,0,1,hunters_bow,3,280,2,ranged,1,breaker,3,,
320092,32009,3,猎弓,equip,rare,fortune,0,1,hunters_bow,3,420,2,ranged,1,breaker,4,,
33009,33009,1,猎弓,equip,rare,balance,0,1,hunters_bow,3,140,2,ranged,1,breaker,2,,
330091,33009,2,猎弓,equip,rare,balance,0,1,hunters_bow,3,280,2,ranged,1,breaker,3,,
330092,33009,3,猎弓,equip,rare,balance,0,1,hunters_bow,3,420,2,ranged,1,breaker,4,,
34009,34009,1,猎弓,equip,rare,nature,0,1,hunters_bow,2,140,2,ranged,1,breaker,2,,
340091,34009,2,猎弓,equip,rare,nature,0,1,hunters_bow,2,280,2,ranged,1,breaker,3,,
340092,34009,3,猎弓,equip,rare,nature,0,1,hunters_bow,2,420,2,ranged,1,breaker,4,,
36009,36009,1,猎弓,equip,rare,all,0,1,hunters_bow,4,140,2,ranged,1,breaker,2,,
360091,36009,2,猎弓,equip,rare,all,0,1,hunters_bow,4,280,2,ranged,1,breaker,3,,
360092,36009,3,猎弓,equip,rare,all,0,1,hunters_bow,4,420,2,ranged,1,breaker,4,,
31010,31010,1,均衡之戒,equip,rare,war,0,1,balance_ring,2,140,2,counter,0,,,,
310101,31010,2,均衡之戒,equip,rare,war,0,1,balance_ring,2,280,2,counter,0,heal,1,,
310102,31010,3,均衡之戒,equip,rare,war,0,1,balance_ring,2,420,2,counter,0,heal,1,mshield,1
32010,32010,1,均衡之戒,equip,rare,fortune,0,1,balance_ring,2,140,2,counter,0,,,,
320101,32010,2,均衡之戒,equip,rare,fortune,0,1,balance_ring,2,280,2,counter,0,heal,1,,
320102,32010,3,均衡之戒,equip,rare,fortune,0,1,balance_ring,2,420,2,counter,0,heal,1,mshield,1
33010,33010,1,均衡之戒,equip,rare,balance,0,1,balance_ring,2,140,2,counter,0,,,,
330101,33010,2,均衡之戒,equip,rare,balance,0,1,balance_ring,2,280,2,counter,0,heal,1,,
330102,33010,3,均衡之戒,equip,rare,balance,0,1,balance_ring,2,420,2,counter,0,heal,1,mshield,1
34010,34010,1,均衡之戒,equip,rare,nature,0,1,balance_ring,2,140,2,counter,0,,,,
340101,34010,2,均衡之戒,equip,rare,nature,0,1,balance_ring,2,280,2,counter,0,heal,1,,
340102,34010,3,均衡之戒,equip,rare,nature,0,1,balance_ring,2,420,2,counter,0,heal,1,mshield,1
35010,35010,1,均衡之戒,equip,rare,chaos,0,1,balance_ring,2,140,2,counter,0,,,,
350101,35010,2,均衡之戒,equip,rare,chaos,0,1,balance_ring,2,280,2,counter,0,heal,1,,
350102,35010,3,均衡之戒,equip,rare,chaos,0,1,balance_ring,2,420,2,counter,0,heal,1,mshield,1
36010,36010,1,均衡之戒,equip,rare,all,0,1,balance_ring,3,140,2,counter,0,,,,
360101,36010,2,均衡之戒,equip,rare,all,0,1,balance_ring,3,280,2,counter,0,heal,1,,
360102,36010,3,均衡之戒,equip,rare,all,0,1,balance_ring,3,420,2,counter,0,heal,1,mshield,1
31011,31011,1,勇气挂坠,equip,rare,war,0,1,pendant_of_courage,3,140,2,rally,1,,,,
310111,31011,2,勇气挂坠,equip,rare,war,0,1,pendant_of_courage,3,280,2,rally,1,melee,1,,
310112,31011,3,勇气挂坠,equip,rare,war,0,1,pendant_of_courage,3,420,2,rally,2,melee,1,,
32011,32011,1,勇气挂坠,equip,rare,fortune,0,1,pendant_of_courage,3,140,2,rally,1,,,,
320111,32011,2,勇气挂坠,equip,rare,fortune,0,1,pendant_of_courage,3,280,2,rally,1,melee,1,,
320112,32011,3,勇气挂坠,equip,rare,fortune,0,1,pendant_of_courage,3,420,2,rally,2,melee,1,,
33011,33011,1,勇气挂坠,equip,rare,balance,0,1,pendant_of_courage,3,140,2,rally,1,,,,
330111,33011,2,勇气挂坠,equip,rare,balance,0,1,pendant_of_courage,3,280,2,rally,1,melee,1,,
330112,33011,3,勇气挂坠,equip,rare,balance,0,1,pendant_of_courage,3,420,2,rally,2,melee,1,,
34011,34011,1,勇气挂坠,equip,rare,nature,0,1,pendant_of_courage,3,140,2,rally,1,,,,
340111,34011,2,勇气挂坠,equip,rare,nature,0,1,pendant_of_courage,3,280,2,rally,1,melee,1,,
340112,34011,3,勇气挂坠,equip,rare,nature,0,1,pendant_of_courage,3,420,2,rally,2,melee,1,,
35011,35011,1,勇气挂坠,equip,rare,chaos,0,1,pendant_of_courage,3,140,2,rally,1,,,,
350111,35011,2,勇气挂坠,equip,rare,chaos,0,1,pendant_of_courage,3,280,2,rally,1,melee,1,,
350112,35011,3,勇气挂坠,equip,rare,chaos,0,1,pendant_of_courage,3,420,2,rally,2,melee,1,,
36011,36011,1,勇气挂坠,equip,rare,all,0,1,pendant_of_courage,4,140,2,rally,1,,,,
360111,36011,2,勇气挂坠,equip,rare,all,0,1,pendant_of_courage,4,280,2,rally,1,melee,1,,
360112,36011,3,勇气挂坠,equip,rare,all,0,1,pendant_of_courage,4,420,2,rally,2,melee,1,,
31012,31012,1,乌木法杖,equip,rare,war,0,1,ebony_staff,4,140,2,magic,2,,,,
310121,31012,2,乌木法杖,equip,rare,war,0,1,ebony_staff,4,280,2,magic,2,crystal,1,,
310122,31012,3,乌木法杖,equip,rare,war,0,1,ebony_staff,4,420,2,magic,3,crystal,1,,
32012,32012,1,乌木法杖,equip,rare,fortune,0,1,ebony_staff,4,140,2,magic,2,,,,
320121,32012,2,乌木法杖,equip,rare,fortune,0,1,ebony_staff,4,280,2,magic,2,crystal,1,,
320122,32012,3,乌木法杖,equip,rare,fortune,0,1,ebony_staff,4,420,2,magic,3,crystal,1,,
33012,33012,1,乌木法杖,equip,rare,balance,0,1,ebony_staff,3,140,2,magic,2,,,,
330121,33012,2,乌木法杖,equip,rare,balance,0,1,ebony_staff,3,280,2,magic,2,crystal,1,,
330122,33012,3,乌木法杖,equip,rare,balance,0,1,ebony_staff,3,420,2,magic,3,crystal,1,,
34012,34012,1,乌木法杖,equip,rare,nature,0,1,ebony_staff,4,140,2,magic,2,,,,
340121,34012,2,乌木法杖,equip,rare,nature,0,1,ebony_staff,4,280,2,magic,2,crystal,1,,
340122,34012,3,乌木法杖,equip,rare,nature,0,1,ebony_staff,4,420,2,magic,3,crystal,1,,
35012,35012,1,乌木法杖,equip,rare,chaos,0,1,ebony_staff,4,140,2,magic,2,,,,
350121,35012,2,乌木法杖,equip,rare,chaos,0,1,ebony_staff,4,280,2,magic,2,crystal,1,,
350122,35012,3,乌木法杖,equip,rare,chaos,0,1,ebony_staff,4,420,2,magic,3,crystal,1,,
36012,36012,1,乌木法杖,equip,rare,all,0,1,ebony_staff,5,140,2,magic,2,,,,
360121,36012,2,乌木法杖,equip,rare,all,0,1,ebony_staff,5,280,2,magic,2,crystal,1,,
360122,36012,3,乌木法杖,equip,rare,all,0,1,ebony_staff,5,420,2,magic,3,crystal,1,,
31013,31013,1,战斗法杖,equip,rare,war,0,1,combat_staff,4,140,2,magic,1,counter,0,,
310131,31013,2,战斗法杖,equip,rare,war,0,1,combat_staff,4,280,2,magic,1,counter,0,shield,1
310132,31013,3,战斗法杖,equip,rare,war,0,1,combat_staff,4,420,2,magic,2,counter,0,shield,1
32013,32013,1,战斗法杖,equip,rare,fortune,0,1,combat_staff,4,140,2,magic,1,counter,0,,
320131,32013,2,战斗法杖,equip,rare,fortune,0,1,combat_staff,4,280,2,magic,1,counter,0,shield,1
320132,32013,3,战斗法杖,equip,rare,fortune,0,1,combat_staff,4,420,2,magic,2,counter,0,shield,1
33013,33013,1,战斗法杖,equip,rare,balance,0,1,combat_staff,3,140,2,magic,1,counter,0,,
330131,33013,2,战斗法杖,equip,rare,balance,0,1,combat_staff,3,280,2,magic,1,counter,0,shield,1
330132,33013,3,战斗法杖,equip,rare,balance,0,1,combat_staff,3,420,2,magic,2,counter,0,shield,1
34013,34013,1,战斗法杖,equip,rare,nature,0,1,combat_staff,4,140,2,magic,1,counter,0,,
340131,34013,2,战斗法杖,equip,rare,nature,0,1,combat_staff,4,280,2,magic,1,counter,0,shield,1
340132,34013,3,战斗法杖,equip,rare,nature,0,1,combat_staff,4,420,2,magic,2,counter,0,shield,1
35013,35013,1,战斗法杖,equip,rare,chaos,0,1,combat_staff,4,140,2,magic,1,counter,0,,
350131,35013,2,战斗法杖,equip,rare,chaos,0,1,combat_staff,4,280,2,magic,1,counter,0,shield,1
350132,35013,3,战斗法杖,equip,rare,chaos,0,1,combat_staff,4,420,2,magic,2,counter,0,shield,1
36013,36013,1,战斗法杖,equip,rare,all,0,1,combat_staff,5,140,2,magic,1,counter,0,,
360131,36013,2,战斗法杖,equip,rare,all,0,1,combat_staff,5,280,2,magic,1,counter,0,shield,1
360132,36013,3,战斗法杖,equip,rare,all,0,1,combat_staff,5,420,2,magic,2,counter,0,shield,1
32014,32014,1,治疗法杖,equip,rare,fortune,0,1,heal_staff,2,140,2,heal,1,,,,
320141,32014,2,治疗法杖,equip,rare,fortune,0,1,heal_staff,2,280,2,heal,1,melee,1,,
320142,32014,3,治疗法杖,equip,rare,fortune,0,1,heal_staff,2,420,2,heal,2,melee,1,,
33014,33014,1,治疗法杖,equip,rare,balance,0,1,heal_staff,2,140,2,heal,1,,,,
330141,33014,2,治疗法杖,equip,rare,balance,0,1,heal_staff,2,280,2,heal,1,melee,1,,
330142,33014,3,治疗法杖,equip,rare,balance,0,1,heal_staff,2,420,2,heal,2,melee,1,,
34014,34014,1,治疗法杖,equip,rare,nature,0,1,heal_staff,2,140,2,heal,1,,,,
340141,34014,2,治疗法杖,equip,rare,nature,0,1,heal_staff,2,280,2,heal,1,melee,1,,
340142,34014,3,治疗法杖,equip,rare,nature,0,1,heal_staff,2,420,2,heal,2,melee,1,,
36014,36014,1,治疗法杖,equip,rare,all,0,1,heal_staff,3,140,2,heal,1,,,,
360141,36014,2,治疗法杖,equip,rare,all,0,1,heal_staff,3,280,2,heal,1,melee,1,,
360142,36014,3,治疗法杖,equip,rare,all,0,1,heal_staff,3,420,2,heal,2,melee,1,,
32015,32015,1,治疗长笛,equip,rare,fortune,0,1,healing_flute,3,140,2,heal,2,,,,
320151,32015,2,治疗长笛,equip,rare,fortune,0,1,healing_flute,3,280,2,heal,1,heal_all,1,,
320152,32015,3,治疗长笛,equip,rare,fortune,0,1,healing_flute,3,420,2,heal,2,heal_all,1,,
33015,33015,1,治疗长笛,equip,rare,balance,0,1,healing_flute,3,140,2,heal,2,,,,
330151,33015,2,治疗长笛,equip,rare,balance,0,1,healing_flute,3,280,2,heal,1,heal_all,1,,
330152,33015,3,治疗长笛,equip,rare,balance,0,1,healing_flute,3,420,2,heal,2,heal_all,1,,
34015,34015,1,治疗长笛,equip,rare,nature,0,1,healing_flute,3,140,2,heal,2,,,,
340151,34015,2,治疗长笛,equip,rare,nature,0,1,healing_flute,3,280,2,heal,1,heal_all,1,,
340152,34015,3,治疗长笛,equip,rare,nature,0,1,healing_flute,3,420,2,heal,2,heal_all,1,,
36015,36015,1,治疗长笛,equip,rare,all,0,1,healing_flute,4,140,2,heal,2,,,,
360151,36015,2,治疗长笛,equip,rare,all,0,1,healing_flute,4,280,2,heal,1,heal_all,1,,
360152,36015,3,治疗长笛,equip,rare,all,0,1,healing_flute,4,420,2,heal,2,heal_all,1,,
31016,31016,1,霍特普的宝石,equip,rare,war,0,1,pendant_of_disease,2,140,2,disease,2,,,,
310161,31016,2,霍特普的宝石,equip,rare,war,0,1,pendant_of_disease,2,280,2,disease,3,,,,
310162,31016,3,霍特普的宝石,equip,rare,war,0,1,pendant_of_disease,2,420,2,disease,4,,,,
32016,32016,1,霍特普的宝石,equip,rare,fortune,0,1,pendant_of_disease,2,140,2,disease,2,,,,
320161,32016,2,霍特普的宝石,equip,rare,fortune,0,1,pendant_of_disease,2,280,2,disease,3,,,,
320162,32016,3,霍特普的宝石,equip,rare,fortune,0,1,pendant_of_disease,2,420,2,disease,4,,,,
33016,33016,1,霍特普的宝石,equip,rare,balance,0,1,pendant_of_disease,2,140,2,disease,2,,,,
330161,33016,2,霍特普的宝石,equip,rare,balance,0,1,pendant_of_disease,2,280,2,disease,3,,,,
330162,33016,3,霍特普的宝石,equip,rare,balance,0,1,pendant_of_disease,2,420,2,disease,4,,,,
34016,34016,1,霍特普的宝石,equip,rare,nature,0,1,pendant_of_disease,2,140,2,disease,2,,,,
340161,34016,2,霍特普的宝石,equip,rare,nature,0,1,pendant_of_disease,2,280,2,disease,3,,,,
340162,34016,3,霍特普的宝石,equip,rare,nature,0,1,pendant_of_disease,2,420,2,disease,4,,,,
35016,35016,1,霍特普的宝石,equip,rare,chaos,0,1,pendant_of_disease,2,140,2,disease,2,,,,
350161,35016,2,霍特普的宝石,equip,rare,chaos,0,1,pendant_of_disease,2,280,2,disease,3,,,,
350162,35016,3,霍特普的宝石,equip,rare,chaos,0,1,pendant_of_disease,2,420,2,disease,4,,,,
36016,36016,1,霍特普的宝石,equip,rare,all,0,1,pendant_of_disease,3,140,2,disease,2,,,,
